IntendedDistance_m,Location,average_depth_m
4,outdoor1stfloor,4.137819294037875
4,outdoor1stfloor,4.17418263069546
4,outdoor1stfloor,4.5564715207686
4,outdoor1stfloor,4.454407791360241
4,outdoor1stfloor,4.310915163773867
4,outdoor1stfloor,4.230481701718746
4,outdoor1stfloor,4.389062105575364
4,outdoor1stfloor,4.083505244461133
4,outdoor1stfloor,4.354534209567742
4,outdoor1stfloor,4.15919399109132
4,outdoor1stfloor,4.207380768560233
4,outdoor1stfloor,3.901110435077462
4,outdoor1stfloor,4.390606353793999
4,outdoor1stfloor,4.194274402464478
4,outdoor1stfloor,4.747695837081406
4,outdoor1stfloor,4.306266909276841
4,outdoor1stfloor,4.301118713504898
4,outdoor1stfloor,4.059355633890815
4,outdoor1stfloor,4.370453145406254
4,outdoor1stfloor,4.383963248673375
4,outdoor1stfloor,4.213750046106642
4,outdoor1stfloor,4.2717641494170335
4,outdoor1stfloor,4.148081526946565
4,outdoor1stfloor,4.895125813901338
4,outdoor1stfloor,4.211972381609921
4,outdoor1stfloor,4.807630963965647
4,outdoor1stfloor,3.80877524356375
4,outdoor1stfloor,4.434968142586846
4,outdoor1stfloor,4.388553427055673
4,outdoor1stfloor,4.655590982879101
4,outdoor1stfloor,4.134898879854504
4,outdoor1stfloor,7.05242582315312
4,outdoor1stfloor,4.180622673970259
4,outdoor1stfloor,4.46014863591445
4,outdoor1stfloor,4.394591382349727
4,outdoor1stfloor,3.9034721188769015
4,outdoor1stfloor,4.467083080700948
4,outdoor1stfloor,3.8814219490635233
4,outdoor1stfloor,4.667846471710799
4,outdoor1stfloor,4.089697104500303
4,outdoor1stfloor,4.270478138779878
4,outdoor1stfloor,4.154328293438296
4,outdoor1stfloor,4.085424890692514
4,outdoor1stfloor,4.196200123579911
4,outdoor1stfloor,4.388246247573094
4,outdoor1stfloor,4.251742709833368
4,outdoor1stfloor,4.269731026330744
4,outdoor1stfloor,4.275345455352468
4,outdoor1stfloor,4.642477744935817
4,outdoor1stfloor,4.036690110266088
4,outdoor1stfloor,4.354128589877315
4,outdoor1stfloor,4.241987448625184
4,outdoor1stfloor,4.194079661994879
4,outdoor1stfloor,4.131555397936856
4,outdoor1stfloor,5.240771627631835
4,outdoor1stfloor,4.253585718947287
4,outdoor1stfloor,4.379829705046936
4,outdoor1stfloor,4.436145200044599
4,outdoor1stfloor,4.482879601607708
4,outdoor1stfloor,4.90300467732466
4,outdoor1stfloor,3.8261609282711135
4,outdoor1stfloor,4.326723462559951
4,outdoor1stfloor,4.232152171760032
4,outdoor1stfloor,4.835313697157326
4,outdoor1stfloor,4.094700440188071
4,outdoor1stfloor,4.205400725888524
4,outdoor1stfloor,4.283376180706016
4,outdoor1stfloor,4.467099913073159
4,outdoor1stfloor,4.188685473254089
4,outdoor1stfloor,4.684596376352532
4,outdoor1stfloor,4.443498621735078
4,outdoor1stfloor,4.4567383422475
4,outdoor1stfloor,4.331508617933297
4,outdoor1stfloor,4.215467340543661
4,outdoor1stfloor,4.074191764394942
4,outdoor1stfloor,4.361775178024341
4,outdoor1stfloor,4.384366958455102
4,outdoor1stfloor,4.258385223865892
4,outdoor1stfloor,4.579784174747317
4,outdoor1stfloor,4.320165623424063
4,outdoor1stfloor,4.186405327048702
4,outdoor1stfloor,4.215865065107701
4,outdoor1stfloor,4.308456726379834
4,outdoor1stfloor,4.25263517992755
4,outdoor1stfloor,4.136041715438773
4,outdoor1stfloor,4.344625790260905
4,outdoor1stfloor,3.936772632807091
4,outdoor1stfloor,4.203708075123285
4,outdoor1stfloor,4.049468730577576
4,outdoor1stfloor,3.952434970339274
4,outdoor1stfloor,4.418888704564097
4,outdoor1stfloor,4.353103029341934
4,outdoor1stfloor,4.452956201724109
4,outdoor1stfloor,4.257782703265596
4,outdoor1stfloor,4.506325083830613
4,outdoor1stfloor,4.323317366173141
4,outdoor1stfloor,4.032712716198399
4,outdoor1stfloor,4.072361991179615
4,outdoor1stfloor,4.277213886380741
4,outdoor1stfloor,4.1547571745838185
4,outdoor1stfloor,4.028004109047638
4,outdoor1stfloor,4.528924993873447
4,outdoor1stfloor,4.132395414281054
4,outdoor1stfloor,4.198813781323756
4,outdoor1stfloor,3.774221445088676
4,outdoor1stfloor,4.310971501531036
4,outdoor1stfloor,4.518273658953537
4,outdoor1stfloor,4.354936125215704
4,outdoor1stfloor,4.653097044005701
4,outdoor1stfloor,4.309480396766156
4,outdoor1stfloor,3.997389781989587
4,outdoor1stfloor,3.8169515701843513
4,outdoor1stfloor,4.366345729027318
4,outdoor1stfloor,4.333707662819027
4,outdoor1stfloor,4.454001410594473
4,outdoor1stfloor,4.277379620399587
4,outdoor1stfloor,4.252768797036992
4,outdoor1stfloor,4.167637692934093
4,outdoor1stfloor,4.378669645074241
4,outdoor1stfloor,4.177694143557535
4,outdoor1stfloor,4.276897772586178
4,outdoor1stfloor,4.130225951342129
4,outdoor1stfloor,4.424235551505364
4,outdoor1stfloor,4.271576565129973
4,outdoor1stfloor,4.632997778649326
4,outdoor1stfloor,4.7062159986919125
4,outdoor1stfloor,4.16397390234117
4,outdoor1stfloor,4.669673396670239
4,outdoor1stfloor,4.081917611298091
4,outdoor1stfloor,4.401449324101863
4,outdoor1stfloor,4.249836112080812
4,outdoor1stfloor,4.572336016832806
4,outdoor1stfloor,4.434755157367107
4,outdoor1stfloor,4.042844405674647
4,outdoor1stfloor,4.236750811288541
4,outdoor1stfloor,4.079300302886951
4,outdoor1stfloor,4.301536133657637
4,outdoor1stfloor,4.79046613181277
4,outdoor1stfloor,4.503436963670928
4,outdoor1stfloor,4.3277442402639705
4,outdoor1stfloor,4.742961128140304
4,outdoor1stfloor,4.1287184693914885
4,outdoor1stfloor,4.525105870617747
4,outdoor1stfloor,4.145591182820499
4,outdoor1stfloor,4.713391065194606
4,outdoor1stfloor,4.269977445985988
4,outdoor1stfloor,4.529572609733439
4,outdoor1stfloor,3.970083762055882
4,outdoor1stfloor,4.3780560791586165
4,outdoor1stfloor,4.039260672954234
4,outdoor1stfloor,4.333159953106462
4,outdoor1stfloor,4.35345400890388
4,outdoor1stfloor,4.429185275310068
4,outdoor1stfloor,3.938829650350444
4,outdoor1stfloor,4.249239970978112
4,outdoor1stfloor,4.200392678321497
4,outdoor1stfloor,4.310249765358558
4,outdoor1stfloor,4.215837290405451
4,outdoor1stfloor,4.485053652832047
4,outdoor1stfloor,4.580693830345723
4,outdoor1stfloor,4.020517120986881
4,outdoor1stfloor,4.531952885159114
4,outdoor1stfloor,4.31463520707366
4,outdoor1stfloor,4.017703009750854
4,outdoor1stfloor,4.238363552096797
4,outdoor1stfloor,4.465254279073834
4,outdoor1stfloor,4.195527525717033
4,outdoor1stfloor,4.3028007393357575
4,outdoor1stfloor,4.320346655162673
4,outdoor1stfloor,4.175571257760507
4,outdoor1stfloor,4.362805101851617
4,outdoor1stfloor,4.383292605856036
4,outdoor1stfloor,4.176179936919985
4,outdoor1stfloor,4.335431284910052
4,outdoor1stfloor,3.893493221142695
4,outdoor1stfloor,4.302622647017041
4,outdoor1stfloor,4.30305234446183
4,outdoor1stfloor,4.523845032473878
4,outdoor1stfloor,4.167050736449549
4,outdoor1stfloor,4.048832211236647
4,outdoor1stfloor,4.558455820590715
4,outdoor1stfloor,4.443625670057212
4,outdoor1stfloor,3.964432860891015
4,outdoor1stfloor,4.501602476258073
4,outdoor1stfloor,3.552336945586447
4,outdoor1stfloor,4.643525881519865
4,outdoor1stfloor,4.144605593148244
4,outdoor1stfloor,4.602059492008649
4,outdoor1stfloor,4.269449899757675
4,outdoor1stfloor,4.426247269058983
4,outdoor1stfloor,4.513682337634278
4,outdoor1stfloor,4.451826298406915
4,outdoor1stfloor,4.142934300825054
4,outdoor1stfloor,4.502704522930872
4,outdoor1stfloor,4.117955924759069
4,outdoor1stfloor,4.375888386757273
4,outdoor1stfloor,4.153644702567152
4,outdoor1stfloor,4.165659543071629
4,outdoor1stfloor,4.196318856441573
4,outdoor1stfloor,4.368732453185029
4,outdoor1stfloor,4.372579155054776
4,outdoor1stfloor,4.274441839607515
4,outdoor1stfloor,4.686048859667831
4,outdoor1stfloor,4.615718791206003
4,outdoor1stfloor,4.42684315715125
4,outdoor1stfloor,3.8174660794947326
4,outdoor1stfloor,4.3337993764605285
4,outdoor1stfloor,3.968300451296238
4,outdoor1stfloor,4.2272078109284505
4,outdoor1stfloor,4.274123675678782
4,outdoor1stfloor,4.056020244064497
4,outdoor1stfloor,4.853625174050404
4,outdoor1stfloor,4.298664847032757
4,outdoor1stfloor,4.895464713396403
4,outdoor1stfloor,4.301263057304092
4,outdoor1stfloor,4.742258605133454
4,outdoor1stfloor,4.408165087425377
4,outdoor1stfloor,4.220347632479916
4,outdoor1stfloor,4.311482731666152
4,outdoor1stfloor,4.544416267508697
4,outdoor1stfloor,4.300969769502484
4,outdoor1stfloor,4.465259538201554
4,outdoor1stfloor,4.520122671658303
4,outdoor1stfloor,4.637215054015477
4,outdoor1stfloor,4.229738912966945
4,outdoor1stfloor,4.295837661379215
4,outdoor1stfloor,4.171013039203973
4,outdoor1stfloor,4.260938912061148
4,outdoor1stfloor,4.5622676333988
4,outdoor1stfloor,4.883264586009597
4,outdoor1stfloor,4.383881964979967
4,outdoor1stfloor,4.652218427126473
4,outdoor1stfloor,4.196354597266608
4,outdoor1stfloor,4.190879014967257
4,outdoor1stfloor,4.27597485990888
