timestamp,x,y,depth,gyro_data.x,gyro_data.y,gyro_data.z,accel_data.x,accel_data.y,accel_data.z,ground_truth
2025-03-05 02:50:01.192939, 320, 240, 3.6360, 0.0016, -0.0037, 0.0016, 0.3628, -9.0515, 0.0294,3.5
2025-03-05 02:50:01.225675, 320, 240, 3.7270, -0.0032, -0.0085, 0.0021, 0.3432, -9.0515, 0.0490,3.5
2025-03-05 02:50:01.292504, 320, 240, 3.6140, 0.0000, -0.0069, 0.0059, 0.3432, -9.0515, 0.0098,3.5
2025-03-05 02:50:02.627450, 320, 240, 3.6360, -0.0011, -0.0043, 0.0021, 0.3432, -9.0319, 0.0294,3.5
2025-03-05 02:50:05.329471, 320, 240, 3.7390, -0.0005, -0.0075, 0.0027, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:05.360792, 320, 240, 3.6360, 0.0000, -0.0059, 0.0011, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:05.428704, 320, 240, 3.6700, -0.0005, -0.0107, 0.0053, 0.3628, -9.0908, 0.0294,3.5
2025-03-05 02:50:05.461449, 320, 240, 3.8110, 0.0000, -0.0091, 0.0016, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:05.528136, 320, 240, 3.7270, 0.0000, -0.0085, 0.0021, 0.3432, -9.0515, 0.0098,3.5
2025-03-05 02:50:05.561539, 320, 240, 3.7040, 0.0005, -0.0064, 0.0043, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:05.628781, 320, 240, 3.6930, 0.0016, -0.0048, 0.0053, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:05.661264, 320, 240, 3.6580, -0.0027, -0.0085, 0.0005, 0.3432, -9.0712, 0.0294,3.5
2025-03-05 02:50:05.729258, 320, 240, 3.7270, 0.0043, -0.0069, 0.0037, 0.3432, -9.0712, 0.0294,3.5
2025-03-05 02:50:05.761500, 320, 240, 3.5810, 0.0016, -0.0053, 0.0048, 0.3432, -9.0712, 0.0098,3.5
2025-03-05 02:50:05.828820, 320, 240, 3.8110, 0.0021, -0.0048, 0.0011, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:05.861901, 320, 240, 3.5280, 0.0005, -0.0075, 0.0027, 0.3432, -9.0712, 0.0294,3.5
2025-03-05 02:50:05.928982, 320, 240, 3.7040, -0.0021, -0.0080, 0.0027, 0.3432, -9.0515, 0.0098,3.5
2025-03-05 02:50:05.962332, 320, 240, 3.6140, -0.0032, -0.0117, 0.0032, 0.3628, -9.0712, 0.0294,3.5
2025-03-05 02:50:06.029467, 320, 240, 3.7040, 0.0021, -0.0075, 0.0032, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:06.061853, 320, 240, 3.6930, -0.0005, -0.0016, 0.0032, 0.3628, -9.0712, 0.0294,3.5
2025-03-05 02:50:06.129562, 320, 240, 3.7390, -0.0005, -0.0059, 0.0037, 0.3432, -9.0712, 0.0294,3.5
2025-03-05 02:50:06.529336, 320, 240, 3.7390, -0.0021, -0.0096, 0.0005, 0.3432, -9.0712, 0.0098,3.5
2025-03-05 02:50:06.796418, 320, 240, 3.6930, 0.0011, -0.0091, 0.0032, 0.3628, -9.0515, 0.0294,3.5
2025-03-05 02:50:06.929662, 320, 240, 3.6030, -0.0005, -0.0037, -0.0011, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:06.963413, 320, 240, 3.7270, 0.0016, -0.0053, 0.0027, 0.3432, -9.0515, 0.0000,3.5
2025-03-05 02:50:07.030044, 320, 240, 3.7270, 0.0011, -0.0043, 0.0011, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:07.096202, 320, 240, 3.6930, -0.0037, -0.0048, 0.0032, 0.3432, -9.0515, 0.0098,3.5
2025-03-05 02:50:07.130122, 320, 240, 3.6250, -0.0021, -0.0080, 0.0000, 0.3628, -9.0712, 0.0294,3.5
2025-03-05 02:50:07.196602, 320, 240, 3.6580, 0.0011, -0.0069, -0.0011, 0.3432, -9.0515, 0.0294,3.5
2025-03-05 02:50:07.230172, 320, 240, 3.6700, -0.0005, -0.0075, 0.0021, 0.3628, -9.0712, 0.0294,3.5
2025-03-05 02:50:07.296666, 320, 240, 3.7750, -0.0011, -0.0080, 0.0032, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:07.330098, 320, 240, 3.6030, 0.0027, -0.0032, 0.0021, 0.3628, -9.0515, 0.0294,3.5
2025-03-05 02:50:07.396841, 320, 240, 3.6700, -0.0016, -0.0064, 0.0032, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:07.430179, 320, 240, 3.6360, -0.0011, -0.0059, 0.0059, 0.3432, -9.0712, 0.0098,3.5
2025-03-05 02:50:07.496890, 320, 240, 3.6580, 0.0021, -0.0069, -0.0016, 0.3432, -9.0712, 0.0294,3.5
2025-03-05 02:50:07.530109, 320, 240, 3.7870, 0.0011, -0.0059, 0.0027, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:07.596919, 320, 240, 3.6360, -0.0011, -0.0069, 0.0000, 0.3432, -9.0908, 0.0000,3.5
2025-03-05 02:50:07.630187, 320, 240, 3.6930, 0.0011, -0.0059, 0.0016, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:07.697157, 320, 240, 3.6700, -0.0027, -0.0085, 0.0027, 0.3628, -9.0712, 0.0294,3.5
2025-03-05 02:50:07.729889, 320, 240, 3.6140, 0.0000, -0.0075, 0.0037, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:07.797508, 320, 240, 3.6360, -0.0021, -0.0096, 0.0000, 0.3432, -9.0712, 0.0098,3.5
2025-03-05 02:50:07.830466, 320, 240, 3.5920, -0.0016, -0.0112, 0.0032, 0.3432, -9.0712, 0.0098,3.5
2025-03-05 02:50:07.897157, 320, 240, 3.6580, -0.0032, -0.0080, 0.0027, 0.3432, -9.0712, 0.0294,3.5
2025-03-05 02:50:07.930758, 320, 240, 3.6700, -0.0043, -0.0037, 0.0037, 0.3628, -9.0515, 0.0294,3.5
2025-03-05 02:50:07.996494, 320, 240, 3.5710, 0.0011, -0.0080, 0.0032, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:08.028940, 320, 240, 3.6140, 0.0000, -0.0123, 0.0016, 0.3432, -9.0515, 0.0294,3.5
2025-03-05 02:50:08.096401, 320, 240, 3.7750, 0.0032, -0.0064, 0.0005, 0.3628, -9.0515, 0.0294,3.5
2025-03-05 02:50:08.130867, 320, 240, 3.8110, -0.0005, -0.0043, 0.0037, 0.3432, -9.0712, 0.0490,3.5
2025-03-05 02:50:08.197759, 320, 240, 3.6360, 0.0021, -0.0027, 0.0011, 0.3628, -9.0712, 0.0294,3.5
2025-03-05 02:50:08.230800, 320, 240, 3.5710, -0.0016, -0.0048, 0.0037, 0.3628, -9.0712, 0.0098,3.5
2025-03-05 02:50:08.297653, 320, 240, 3.7510, 0.0016, -0.0069, 0.0069, 0.3628, -9.0515, 0.0000,3.5
2025-03-05 02:50:08.362467, 320, 240, 3.6250, 0.0016, -0.0069, 0.0048, 0.3628, -9.0515, 0.0098,3.5
2025-03-05 02:50:08.397612, 320, 240, 3.7390, 0.0032, -0.0112, 0.0011, 0.3432, -9.0712, 0.0098,3.5
