timestamp,x,y,w,h,depth,gyro_data.x,gyro_data.y,gyro_data.z,accel_data.x,accel_data.y,accel_data.z,ground_truth
2025-03-07 02:11:03.037248,320,240,20,20,3.1945351517322704,-0.004792673978954554,-0.007988371886312962,0.0021293016616255045,0.26477953791618347,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.078820,320,240,20,20,6.909790328197414,0.0,-0.009054767899215221,0.0021293016616255045,0.24516624212265015,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.117713,320,240,20,20,6.918090328591643,-0.003728023264557123,-0.008520697243511677,0.005859069991856813,0.24516624212265015,-9.188830375671387,0.16671304404735565,6
2025-03-07 02:11:03.149436,320,240,20,20,6.926555328993709,0.0,-0.0031956976745277643,0.0026616270188242197,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.181080,320,240,20,20,6.827475324287661,-0.003728023264557123,-0.006923720706254244,0.0005323254154063761,0.26477953791618347,-9.188830375671387,0.14709974825382233,6
2025-03-07 02:11:03.212321,320,240,20,20,6.907080328068696,-0.0010646508308127522,-0.0015969761880114675,0.0,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.243620,320,240,20,20,6.867762826201215,-0.004260348621755838,-0.011718139983713627,0.003728023264557123,0.26477953791618347,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.274561,320,240,20,20,6.8369153247360375,-0.004260348621755838,-0.0021293016616255045,0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.306001,320,240,20,20,6.942560329753905,-0.0021293016616255045,-0.003728023264557123,0.0021293016616255045,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.336282,320,240,20,20,6.882610326906433,0.0,-0.0021293016616255045,-0.0005323254154063761,0.26477953791618347,-9.188830375671387,0.14709974825382233,6
2025-03-07 02:11:03.366747,320,240,20,20,6.95797283048596,-0.0005323254154063761,-0.005859069991856813,0.0031956976745277643,0.26477953791618347,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.396828,320,240,20,20,6.8959428275396935,-0.0031956976745277643,-0.006923720706254244,0.0031956976745277643,0.24516624212265015,-9.188830375671387,0.127486452460289,6
2025-03-07 02:11:03.426820,320,240,20,20,6.829480324382894,-0.004792673978954554,-0.009054767899215221,0.0,0.24516624212265015,-9.149603843688965,0.16671304404735565,6
2025-03-07 02:11:03.477060,320,240,20,20,6.888707827196049,0.0021293016616255045,-0.0015969761880114675,-0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.518492,320,240,20,20,6.8892903272237165,-0.0015969761880114675,-0.006391395349055529,-0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.556109,320,240,20,20,6.888997827209823,0.0031956976745277643,-0.007988371886312962,0.0021293016616255045,0.26477953791618347,-9.188830375671387,0.16671304404735565,6
2025-03-07 02:11:03.594314,320,240,20,20,6.825842824210122,0.0005323254154063761,-0.009587093256413937,0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.638536,320,240,20,20,6.884897827015084,-0.0010646508308127522,-0.004792673978954554,0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.678013,320,240,20,20,6.888777827199374,-0.0005323254154063761,-0.007988371886312962,0.0021293016616255045,0.26477953791618347,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.708182,320,240,20,20,6.8467003252008,0.0005323254154063761,0.0005323254154063761,-0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.737467,320,240,20,20,6.936492829465715,0.0005323254154063761,-0.007988371886312962,0.0026616270188242197,0.24516624212265015,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.766987,320,240,20,20,6.9405603296589105,-0.0021293016616255045,-0.010651743970811367,-0.0005323254154063761,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.796789,320,240,20,20,6.835487824668235,-0.0005323254154063761,-0.005859069991856813,-0.0005323254154063761,0.26477953791618347,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.826858,320,240,20,20,6.869337826276023,-0.0010646508308127522,-0.0021293016616255045,-0.0015969761880114675,0.26477953791618347,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.856524,320,240,20,20,6.889217827220273,0.0010646508308127522,-0.004260348621755838,0.0015969761880114675,0.24516624212265015,-9.188830375671387,0.16671304404735565,6
2025-03-07 02:11:03.885767,320,240,20,20,6.912382828320551,0.006391395349055529,-0.005859069991856813,0.0010646508308127522,0.26477953791618347,-9.169217109680176,0.14709974825382233,6
2025-03-07 02:11:03.917796,320,240,20,20,6.936737829477352,0.0,-0.0026616270188242197,0.0015969761880114675,0.24516624212265015,-9.149603843688965,0.14709974825382233,6
2025-03-07 02:11:03.952984,320,240,20,20,6.829520324384793,0.0010646508308127522,-0.007988371886312962,0.008520697243511677,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:03.985959,320,240,20,20,6.8755403265706265,-0.0021293016616255045,-0.003728023264557123,-0.0026616270188242197,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:04.019749,320,240,20,20,6.878210326697444,-0.0010646508308127522,-0.005859069991856813,0.0031956976745277643,0.26477953791618347,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:04.050956,320,240,20,20,6.850842825397558,-0.0010646508308127522,-0.007988371886312962,0.0026616270188242197,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:04.088983,320,240,20,20,6.864557826048985,-0.0021293016616255045,-0.006923720706254244,0.004260348621755838,0.24516624212265015,-9.188830375671387,0.14709974825382233,6
2025-03-07 02:11:04.118811,320,240,20,20,6.92687032900867,-0.003728023264557123,-0.007988371886312962,0.003728023264557123,0.24516624212265015,-9.188830375671387,0.14709974825382233,6
2025-03-07 02:11:04.159926,320,240,20,20,6.8638828260169245,-0.0031956976745277643,-0.008520697243511677,0.0026616270188242197,0.24516624212265015,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:04.194277,320,240,20,20,6.898330327653094,-0.006923720706254244,-0.005324999336153269,0.0031956976745277643,0.26477953791618347,-9.169217109680176,0.16671304404735565,6
2025-03-07 02:11:04.244645,320,240,20,20,6.919112828640209,0.0010646508308127522,-0.004792673978954554,0.0015969761880114675,0.24516624212265015,-9.188830375671387,0.18632633984088898,6
