timestamp,x,y,w,h,depth,gyro_data.x,gyro_data.y,gyro_data.z,accel_data.x,accel_data.y,accel_data.z,ground_truth
2025-03-07 02:01:19.766508,320,240,20,20,2.1547726023462017,-0.0005323254154063761,-0.005859069991856813,0.0015969761880114675,0.2843928337097168,-9.169217109680176,0.04903324693441391,7.75
2025-03-07 02:01:19.804955,320,240,20,20,9.375937945333135,0.0,-0.0010646508308127522,0.0010646508308127522,0.3040061295032501,-9.188830375671387,0.04903324693441391,7.75
2025-03-07 02:01:19.842046,320,240,20,20,9.305217941974115,0.0005323254154063761,-0.0031956976745277643,0.0021293016616255045,0.32361945509910583,-9.149603843688965,0.04903324693441391,7.75
2025-03-07 02:01:19.874695,320,240,20,20,9.482880450412631,0.0005323254154063761,-0.0021293016616255045,0.005324999336153269,0.3040061295032501,-9.188830375671387,0.08825984597206116,7.75
2025-03-07 02:01:19.907685,320,240,20,20,9.322785442808527,-0.006391395349055529,-0.013315116055309772,0.006923720706254244,0.3040061295032501,-9.169217109680176,0.08825984597206116,7.75
2025-03-07 02:01:19.939667,320,240,20,20,9.358045444483286,-0.0021293016616255045,-0.005859069991856813,-0.0010646508308127522,0.2843928337097168,-9.169217109680176,0.06864655017852783,7.75
2025-03-07 02:01:19.972210,320,240,20,20,9.311150442255894,-0.0015969761880114675,-0.006391395349055529,0.003728023264557123,0.3040061295032501,-9.169217109680176,0.04903324693441391,7.75
2025-03-07 02:01:20.003244,320,240,20,20,9.256630439666333,0.0005323254154063761,-0.0026616270188242197,0.005859069991856813,0.2843928337097168,-9.169217109680176,0.04903324693441391,7.75
2025-03-07 02:01:20.034797,320,240,20,20,9.342252943733182,0.0005323254154063761,-0.006391395349055529,0.0021293016616255045,0.2843928337097168,-9.169217109680176,0.06864655017852783,7.75
2025-03-07 02:01:20.065895,320,240,20,20,9.391980446095113,-0.0031956976745277643,-0.007988371886312962,0.0021293016616255045,0.2843928337097168,-9.169217109680176,0.08825984597206116,7.75
2025-03-07 02:01:20.096433,320,240,20,20,9.556810453924118,-0.003728023264557123,-0.007988371886312962,0.0005323254154063761,0.2843928337097168,-9.188830375671387,0.08825984597206116,7.75
2025-03-07 02:01:20.127036,320,240,20,20,9.449495448826928,0.0010646508308127522,-0.003728023264557123,-0.0005323254154063761,0.3040061295032501,-9.169217109680176,0.06864655017852783,7.75
2025-03-07 02:01:20.157482,320,240,20,20,9.4558804491302,-0.004260348621755838,-0.004792673978954554,0.0031956976745277643,0.3040061295032501,-9.149603843688965,0.04903324693441391,7.75
2025-03-07 02:01:20.187543,320,240,20,20,9.508637951636047,0.0031956976745277643,-0.004260348621755838,0.0010646508308127522,0.3040061295032501,-9.169217109680176,0.06864655017852783,7.75
2025-03-07 02:01:20.219141,320,240,20,20,9.530922952694528,-0.0010646508308127522,-0.006923720706254244,0.0010646508308127522,0.3040061295032501,-9.149603843688965,0.04903324693441391,7.75
