Timestamp,Frame,X_min,Y_min,X_max,Y_max,Confidence,area,X,Y,Z_est,Distance_3D,Distance_RealSense,X_rel,Y_rel,Z_rel,Fixed_Angle
2025-04-10 11:28:06.368,2,277,119,370,184,0.96,6045,3,-83,3.27,83.12,10.126,3.00,-83.00,3.27,87.93
2025-04-10 11:28:06.648,3,277,119,370,184,0.96,6045,3,-83,3.27,83.12,10.332,3.00,-83.00,3.27,87.93
2025-04-10 11:28:06.901,4,277,119,371,184,0.96,6110,4,-84,3.25,84.16,10.343,4.00,-84.00,3.25,87.27
2025-04-10 11:28:07.152,5,277,119,371,184,0.96,6110,4,-84,3.25,84.16,10.403,4.00,-84.00,3.25,87.27
2025-04-10 11:28:07.408,6,277,118,371,184,0.96,6204,4,-84,3.22,84.16,10.320,4.00,-84.00,3.22,87.27
2025-04-10 11:28:07.714,7,277,119,371,184,0.96,6110,4,-84,3.25,84.16,10.174,4.00,-84.00,3.25,87.27
2025-04-10 11:28:08.044,8,277,119,371,184,0.96,6110,4,-84,3.25,84.16,10.334,4.00,-84.00,3.25,87.27
2025-04-10 11:28:08.372,9,277,118,371,184,0.96,6204,4,-84,3.22,84.16,10.484,4.00,-84.00,3.22,87.27
2025-04-10 11:28:08.717,10,277,118,371,184,0.96,6204,4,-84,7.00,84.39,10.518,4.00,-84.00,7.00,87.27
2025-04-10 11:28:09.062,11,277,118,371,184,0.95,6204,4,-84,3.22,84.16,10.603,4.00,-84.00,3.22,87.27
2025-04-10 11:28:09.382,12,277,118,371,184,0.95,6204,4,-84,3.22,84.16,10.639,4.00,-84.00,3.22,87.27
2025-04-10 11:28:09.633,13,277,118,371,185,0.93,6298,4,-84,3.20,84.16,10.618,4.00,-84.00,3.20,87.27
2025-04-10 11:28:09.880,14,277,118,371,184,0.94,6204,4,-84,3.22,84.16,10.545,4.00,-84.00,3.22,87.27
2025-04-10 11:28:10.135,15,277,119,371,185,0.94,6204,4,-84,3.22,84.16,10.345,4.00,-84.00,3.22,87.27
2025-04-10 11:28:10.391,16,277,118,371,184,0.94,6204,4,-84,3.22,84.16,10.579,4.00,-84.00,3.22,87.27
2025-04-10 11:28:10.696,17,277,118,371,184,0.94,6204,4,-84,3.22,84.16,10.736,4.00,-84.00,3.22,87.27
2025-04-10 11:28:10.948,18,277,119,371,185,0.94,6204,4,-84,3.22,84.16,10.603,4.00,-84.00,3.22,87.27
2025-04-10 11:28:11.202,19,277,118,371,184,0.94,6204,4,-84,3.22,84.16,10.555,4.00,-84.00,3.22,87.27
2025-04-10 11:28:11.450,20,277,119,371,184,0.93,6110,4,-84,6.00,84.31,10.254,4.00,-84.00,6.00,87.27
2025-04-10 11:28:11.699,21,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.365,0.00,0.00,0.00,87.27
2025-04-10 11:28:11.950,22,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.733,0.00,0.00,0.00,87.27
2025-04-10 11:28:12.203,23,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.474,0.00,0.00,0.00,87.27
2025-04-10 11:28:12.459,24,277,119,371,184,0.93,6110,4,-84,3.25,0.03,10.423,0.00,0.00,0.03,87.27
2025-04-10 11:28:12.709,25,277,119,371,185,0.94,6204,4,-84,3.22,0.00,10.270,0.00,0.00,0.00,87.27
2025-04-10 11:28:12.958,26,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.728,0.00,0.00,0.00,87.27
2025-04-10 11:28:13.213,27,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.416,0.00,0.00,0.00,87.27
2025-04-10 11:28:13.467,28,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.720,0.00,0.00,0.00,87.27
2025-04-10 11:28:13.722,29,277,119,371,184,0.94,6110,4,-84,3.25,0.03,10.334,0.00,0.00,0.03,87.27
2025-04-10 11:28:13.972,30,277,118,371,184,0.94,6204,4,-84,7.00,3.78,10.556,0.00,0.00,3.78,87.27
2025-04-10 11:28:14.229,31,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.325,0.00,0.00,0.00,87.27
2025-04-10 11:28:14.484,32,277,119,371,184,0.94,6110,4,-84,3.25,0.03,10.536,0.00,0.00,0.03,87.27
2025-04-10 11:28:14.734,33,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.534,0.00,0.00,0.00,87.27
2025-04-10 11:28:14.984,34,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.505,0.00,0.00,0.00,87.27
2025-04-10 11:28:15.234,35,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.533,0.00,0.00,0.00,87.27
2025-04-10 11:28:15.489,36,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.827,0.00,0.00,0.00,87.27
2025-04-10 11:28:15.769,37,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.514,0.00,0.00,0.00,87.27
2025-04-10 11:28:16.021,38,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.665,0.00,0.00,0.00,87.27
2025-04-10 11:28:16.292,39,277,118,371,185,0.93,6298,4,-84,3.20,0.03,10.430,0.00,0.00,-0.03,87.27
2025-04-10 11:28:16.615,40,277,118,371,184,0.94,6204,4,-84,7.00,3.78,10.528,0.00,0.00,3.78,87.27
2025-04-10 11:28:16.870,41,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.543,0.00,0.00,0.00,87.27
2025-04-10 11:28:17.152,42,277,119,371,185,0.94,6204,4,-84,3.22,0.00,10.361,0.00,0.00,0.00,87.27
2025-04-10 11:28:17.446,43,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.532,0.00,0.00,0.00,87.27
2025-04-10 11:28:17.699,44,277,119,371,184,0.93,6110,4,-84,3.25,0.03,10.319,0.00,0.00,0.03,87.27
2025-04-10 11:28:17.952,45,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.667,0.00,0.00,0.00,87.27
2025-04-10 11:28:18.364,46,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.701,0.00,0.00,0.00,87.27
2025-04-10 11:28:18.641,47,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.763,0.00,0.00,0.00,87.27
2025-04-10 11:28:18.897,48,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.577,0.00,0.00,0.00,87.27
2025-04-10 11:28:19.259,49,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.593,0.00,0.00,0.00,87.27
2025-04-10 11:28:19.530,50,277,118,371,184,0.94,6204,4,-84,7.00,3.78,10.947,0.00,0.00,3.78,87.27
2025-04-10 11:28:19.834,51,277,118,371,184,0.93,6204,4,-84,3.22,0.00,10.360,0.00,0.00,0.00,87.27
2025-04-10 11:28:20.205,52,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.661,0.00,0.00,0.00,87.27
2025-04-10 11:28:20.533,53,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.809,0.00,0.00,0.00,87.27
2025-04-10 11:28:20.869,54,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.719,0.00,0.00,0.00,87.27
2025-04-10 11:28:21.206,55,277,119,371,184,0.94,6110,4,-84,3.25,0.03,10.347,0.00,0.00,0.03,87.27
2025-04-10 11:28:21.537,56,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.651,0.00,0.00,0.00,87.27
2025-04-10 11:28:21.884,57,277,119,371,185,0.94,6204,4,-84,3.22,0.00,10.244,0.00,0.00,0.00,87.27
2025-04-10 11:28:22.215,58,277,119,371,185,0.94,6204,4,-84,3.22,0.00,10.378,0.00,0.00,0.00,87.27
2025-04-10 11:28:22.552,59,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.717,0.00,0.00,0.00,87.27
2025-04-10 11:28:22.885,60,277,118,371,184,0.95,6204,4,-84,7.00,3.78,10.563,0.00,0.00,3.78,87.27
2025-04-10 11:28:23.214,61,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.425,0.00,0.00,0.00,87.27
2025-04-10 11:28:23.547,62,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.646,0.00,0.00,0.00,87.27
2025-04-10 11:28:23.881,63,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.806,0.00,0.00,0.00,87.27
2025-04-10 11:28:24.232,64,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.574,0.00,0.00,0.00,87.27
2025-04-10 11:28:24.565,65,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.580,0.00,0.00,0.00,87.27
2025-04-10 11:28:24.896,66,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.548,0.00,0.00,0.00,87.27
2025-04-10 11:28:25.232,67,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.462,0.00,0.00,0.00,87.27
2025-04-10 11:28:25.569,68,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.786,0.00,0.00,0.00,87.27
2025-04-10 11:28:25.904,69,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.581,0.00,0.00,0.00,87.27
2025-04-10 11:28:26.235,70,277,119,371,185,0.94,6204,4,-84,6.00,2.78,10.276,0.00,0.00,2.78,87.27
2025-04-10 11:28:26.567,71,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.623,0.00,0.00,0.00,87.27
2025-04-10 11:28:26.897,72,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.610,0.00,0.00,0.00,87.27
2025-04-10 11:28:27.229,73,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.795,0.00,0.00,0.00,87.27
2025-04-10 11:28:27.578,74,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.915,0.00,0.00,0.00,87.27
2025-04-10 11:28:27.916,75,277,119,371,184,0.94,6110,4,-84,3.25,0.03,10.392,0.00,0.00,0.03,87.27
2025-04-10 11:28:28.253,76,277,118,371,184,0.93,6204,4,-84,3.22,0.00,10.653,0.00,0.00,0.00,87.27
2025-04-10 11:28:28.593,77,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.480,0.00,0.00,0.00,87.27
2025-04-10 11:28:28.926,78,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.674,0.00,0.00,0.00,87.27
2025-04-10 11:28:29.262,79,277,119,371,184,0.94,6110,4,-84,3.25,0.03,10.272,0.00,0.00,0.03,87.27
2025-04-10 11:28:29.590,80,277,118,371,184,0.94,6204,4,-84,7.00,3.78,10.997,0.00,0.00,3.78,87.27
2025-04-10 11:28:29.921,81,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.703,0.00,0.00,0.00,87.27
2025-04-10 11:28:30.262,82,277,119,371,185,0.93,6204,4,-84,3.22,0.00,10.410,0.00,0.00,0.00,87.27
2025-04-10 11:28:30.600,83,277,119,371,184,0.92,6110,4,-84,3.25,0.03,10.401,0.00,0.00,0.03,87.27
2025-04-10 11:28:30.925,84,277,118,371,184,0.95,6204,4,-84,3.22,0.00,10.656,0.00,0.00,0.00,87.27
2025-04-10 11:28:31.259,85,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.719,0.00,0.00,0.00,87.27
2025-04-10 11:28:31.596,86,277,118,371,184,0.94,6204,4,-84,3.22,0.00,10.554,0.00,0.00,0.00,87.27
