Timestamp,Frame,X_min,Y_min,X_max,Y_max,Confidence,area,X,Y,Z_est,Distance_3D,Distance_RealSense,X_rel,Y_rel,Z_rel,Fixed_Angle,ground_truth,source_file
2025-04-10 11:22:51.087,26,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.921,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:51.340,27,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.068,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:51.594,28,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.965,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:51.849,29,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.92,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:52.103,30,250,75,378,162,0.96,11136,-6,-74,5.0,2.59,6.98,0.0,0.0,2.59,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:52.357,31,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.968,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:52.611,32,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.965,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:52.902,33,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.979,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:53.199,34,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.912,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:53.451,35,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.055,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:53.702,36,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.01,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:53.957,37,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.953,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:54.236,38,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.904,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:54.487,39,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.992,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:54.740,40,250,75,378,162,0.96,11136,-6,-74,5.0,2.59,7.083,0.0,0.0,2.59,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:54.994,41,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.905,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:55.246,42,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.027,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:55.500,43,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.075,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:55.752,44,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.023,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:56.007,45,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.123,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:56.263,46,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.004,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:56.576,47,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.964,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:56.915,48,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.976,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:57.248,49,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.017,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:57.581,50,250,75,378,162,0.96,11136,-6,-74,5.0,2.59,6.975,0.0,0.0,2.59,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:57.918,51,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.838,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:58.249,52,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.95,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:58.582,53,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.987,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:58.916,54,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.947,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:59.260,55,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.072,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:59.594,56,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.031,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:22:59.934,57,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.915,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:00.284,58,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.977,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:00.626,59,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.985,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:00.960,60,250,75,378,162,0.96,11136,-6,-74,5.0,2.59,6.941,0.0,0.0,2.59,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:01.318,61,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.994,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:01.647,62,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.959,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:02.075,63,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.935,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:02.409,64,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.91,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:02.742,65,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.831,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:03.078,66,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.843,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:03.437,67,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,7.017,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:03.771,68,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.954,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:04.109,69,250,75,378,162,0.96,11136,-6,-74,2.41,0.0,6.995,0.0,0.0,0.0,94.64,5.5,camera_trackingHuman_55M
2025-04-10 11:23:43.387,2,273,88,389,170,0.96,9512,11,-91,2.6,91.7,8.157,11.0,-91.0,2.6,83.11,6.0,camera_trackingHuman_60M
2025-04-10 11:23:43.855,3,273,88,389,170,0.96,9512,11,-91,2.6,91.7,8.18,11.0,-91.0,2.6,83.11,6.0,camera_trackingHuman_60M
2025-04-10 11:23:44.239,4,273,88,389,171,0.95,9628,11,-91,2.58,91.7,8.037,11.0,-91.0,2.58,83.11,6.0,camera_trackingHuman_60M
2025-04-10 11:23:44.604,5,273,88,389,171,0.95,9628,11,-91,2.58,91.7,8.256,11.0,-91.0,2.58,83.11,6.0,camera_trackingHuman_60M
2025-04-10 11:23:44.985,6,272,88,388,171,0.94,9628,10,-90,2.58,90.59,8.228,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:45.384,7,272,89,388,171,0.93,9512,10,-90,2.6,90.59,7.954,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:45.813,8,272,88,388,171,0.92,9628,10,-90,2.58,90.59,8.237,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:46.072,9,272,89,388,171,0.92,9512,10,-90,2.6,90.59,7.851,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:46.321,10,272,89,388,171,0.92,9512,10,-90,7.0,90.82,7.85,10.0,-90.0,7.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:46.571,11,272,89,388,171,0.93,9512,10,-90,2.6,90.59,7.815,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:46.819,12,272,89,388,172,0.89,9628,10,-90,2.58,90.59,7.988,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:47.078,13,272,89,388,171,0.9,9512,10,-90,2.6,90.59,7.954,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:47.336,14,272,88,388,171,0.93,9628,10,-90,2.58,90.59,8.176,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:47.580,15,272,88,388,171,0.92,9628,10,-90,2.58,90.59,8.122,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:47.828,16,272,88,388,171,0.93,9628,10,-90,2.58,90.59,8.283,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:48.078,17,272,88,388,171,0.92,9628,10,-90,2.58,90.59,8.239,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:48.327,18,272,89,388,171,0.9,9512,10,-90,2.6,90.59,7.834,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:48.576,19,272,89,388,171,0.92,9512,10,-90,2.6,90.59,7.71,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:48.824,20,272,88,388,171,0.93,9628,10,-90,6.0,90.75,8.172,10.0,-90.0,6.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:49.073,21,272,89,388,171,0.89,9512,10,-90,2.6,90.59,7.901,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:49.323,22,272,88,388,171,0.9,9628,10,-90,2.58,90.59,8.118,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:49.571,23,272,89,388,171,0.91,9512,10,-90,2.6,90.59,7.885,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:49.826,24,272,89,388,171,0.9,9512,10,-90,2.6,90.59,7.826,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:50.110,25,272,88,388,171,0.91,9628,10,-90,2.58,90.59,8.163,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:50.357,26,272,89,388,171,0.92,9512,10,-90,2.6,90.59,7.855,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:50.602,27,272,88,388,171,0.92,9628,10,-90,2.58,90.59,8.163,10.0,-90.0,2.58,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:50.848,28,272,89,388,171,0.92,9512,10,-90,2.6,90.59,8.009,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:51.098,29,272,89,388,171,0.93,9512,10,-90,2.6,90.59,8.064,10.0,-90.0,2.6,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:51.348,30,272,89,388,171,0.93,9512,10,-90,6.0,90.75,7.971,10.0,-90.0,6.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:51.595,31,272,88,388,171,0.93,9628,10,-90,2.58,0.0,8.183,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:51.843,32,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.871,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:52.089,33,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.936,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:52.335,34,272,88,388,171,0.92,9628,10,-90,2.58,0.0,8.326,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:52.585,35,272,88,388,172,0.91,9744,10,-90,2.57,0.02,8.068,0.0,0.0,-0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:52.841,36,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.999,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:53.092,37,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.937,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:53.363,38,272,89,388,171,0.9,9512,10,-90,2.6,0.02,7.85,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:53.685,39,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.828,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:54.009,40,272,89,388,171,0.91,9512,10,-90,7.0,4.42,7.846,0.0,0.0,4.42,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:54.353,41,272,89,389,171,0.88,9594,10,-90,2.59,0.01,7.874,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:54.675,42,272,89,388,171,0.9,9512,10,-90,2.6,0.02,7.946,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:55.000,43,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.859,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:55.326,44,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.96,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:55.650,45,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.884,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:55.971,46,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.937,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:56.323,47,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.914,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:56.645,48,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.86,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:56.973,49,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.816,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:57.300,50,272,89,388,171,0.93,9512,10,-90,6.0,3.42,8.015,0.0,0.0,3.42,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:57.636,51,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.868,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:57.961,52,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.934,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:58.286,53,272,88,388,171,0.93,9628,10,-90,2.58,0.0,8.072,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:58.611,54,272,89,389,171,0.91,9594,10,-90,2.59,0.01,7.93,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:58.932,55,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.933,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:59.261,56,272,89,388,172,0.9,9628,10,-90,2.58,0.0,7.944,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:59.582,57,272,89,388,172,0.91,9628,10,-90,2.58,0.0,7.926,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:23:59.905,58,272,89,389,171,0.91,9594,10,-90,2.59,0.01,8.058,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:00.230,59,272,89,389,171,0.92,9594,10,-90,2.59,0.01,7.949,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:00.554,60,272,88,389,171,0.92,9711,10,-90,7.0,4.42,8.296,0.0,0.0,4.42,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:00.877,61,272,89,388,171,0.91,9512,10,-90,2.6,0.02,8.053,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:01.200,62,272,89,389,171,0.91,9594,10,-90,2.59,0.01,7.893,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:01.526,63,272,89,388,171,0.9,9512,10,-90,2.6,0.02,7.934,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:01.847,64,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.958,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:02.172,65,272,89,388,172,0.91,9628,10,-90,2.58,0.0,7.999,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:02.494,66,272,89,388,171,0.92,9512,10,-90,2.6,0.02,8.102,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:02.816,67,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.95,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:03.137,68,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.994,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:03.475,69,272,89,389,171,0.9,9594,10,-90,2.59,0.01,8.012,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:03.797,70,272,88,388,172,0.88,9744,10,-90,10.0,7.42,8.21,0.0,0.0,7.42,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:04.133,71,272,89,389,172,0.89,9711,10,-90,2.57,0.01,7.976,0.0,0.0,-0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:04.458,72,272,88,389,172,0.91,9828,10,-90,2.56,0.03,8.191,0.0,0.0,-0.03,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:04.796,73,272,89,389,172,0.9,9711,10,-90,2.57,0.01,7.889,0.0,0.0,-0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:05.138,74,272,89,388,171,0.92,9512,10,-90,2.6,0.02,8.025,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:05.466,75,272,89,388,172,0.9,9628,10,-90,2.58,0.0,8.107,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:05.878,76,272,89,389,171,0.91,9594,10,-90,2.59,0.01,8.018,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:06.285,77,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.905,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:06.631,78,272,89,389,172,0.92,9711,10,-90,2.57,0.01,8.006,0.0,0.0,-0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:06.963,79,272,89,389,171,0.93,9594,10,-90,2.59,0.01,8.077,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:07.348,80,272,89,388,171,0.92,9512,10,-90,7.0,4.42,7.998,0.0,0.0,4.42,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:07.689,81,272,89,388,171,0.93,9512,10,-90,2.6,0.02,8.053,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:08.023,82,272,89,388,171,0.91,9512,10,-90,2.6,0.02,8.154,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:08.357,83,272,89,388,171,0.9,9512,10,-90,2.6,0.02,8.053,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:08.690,84,272,89,388,171,0.9,9512,10,-90,2.6,0.02,7.993,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:09.067,85,272,89,388,171,0.91,9512,10,-90,2.6,0.02,7.936,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:09.394,86,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.892,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:09.719,87,272,89,388,171,0.92,9512,10,-90,2.6,0.02,7.932,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:10.049,88,272,89,388,171,0.93,9512,10,-90,2.6,0.02,8.002,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:10.377,89,272,88,388,171,0.9,9628,10,-90,2.58,0.0,8.161,0.0,0.0,0.0,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:10.701,90,272,89,389,171,0.92,9594,10,-90,7.0,4.42,7.903,0.0,0.0,4.42,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:11.087,91,272,89,388,171,0.92,9512,10,-90,2.6,0.02,8.015,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:11.424,92,272,89,388,171,0.91,9512,10,-90,2.6,0.02,8.037,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:11.748,93,272,89,389,171,0.92,9594,10,-90,2.59,0.01,8.059,0.0,0.0,0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:12.074,94,272,89,388,171,0.93,9512,10,-90,2.6,0.02,8.03,0.0,0.0,0.02,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:24:12.399,95,272,88,389,171,0.91,9711,10,-90,2.57,0.01,8.379,0.0,0.0,-0.01,83.66,6.0,camera_trackingHuman_60M
2025-04-10 11:25:28.467,2,274,101,380,176,0.96,7950,7,-87,2.85,87.33,8.33,7.0,-87.0,2.85,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:28.726,3,274,101,380,176,0.96,7950,7,-87,2.85,87.33,8.558,7.0,-87.0,2.85,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:28.986,4,274,101,380,176,0.96,7950,7,-87,2.85,87.33,8.483,7.0,-87.0,2.85,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:29.248,5,274,101,380,176,0.96,7950,7,-87,2.85,87.33,8.436,7.0,-87.0,2.85,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:29.507,6,274,101,380,176,0.96,7950,7,-87,2.85,87.33,8.57,7.0,-87.0,2.85,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:29.763,7,274,101,381,176,0.95,8025,7,-87,2.83,87.33,8.421,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:30.018,8,274,101,380,176,0.95,7950,7,-87,2.85,87.33,8.561,7.0,-87.0,2.85,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:30.321,9,274,101,381,176,0.95,8025,7,-87,2.83,87.33,8.614,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:30.576,10,274,101,381,176,0.95,8025,7,-87,6.0,87.49,8.655,7.0,-87.0,6.0,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:30.839,11,274,101,381,176,0.95,8025,7,-87,2.83,87.33,8.577,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:31.093,12,274,101,381,176,0.95,8025,7,-87,2.83,87.33,8.413,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:31.349,13,274,101,381,176,0.94,8025,7,-87,2.83,87.33,8.438,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:31.608,14,274,101,381,176,0.93,8025,7,-87,2.83,87.33,8.6,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:31.893,15,274,101,381,176,0.92,8025,7,-87,2.83,87.33,8.409,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:32.150,16,274,101,381,176,0.91,8025,7,-87,2.83,87.33,8.459,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:32.609,17,274,101,381,176,0.92,8025,7,-87,2.83,87.33,8.475,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:32.946,18,274,101,381,176,0.93,8025,7,-87,2.83,87.33,8.48,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:33.276,19,274,101,381,176,0.93,8025,7,-87,2.83,87.33,8.414,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:33.535,20,274,101,381,176,0.91,8025,7,-87,7.0,87.56,8.456,7.0,-87.0,7.0,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:33.806,21,274,101,381,176,0.92,8025,7,-87,2.83,87.33,8.476,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:34.129,22,274,101,381,176,0.92,8025,7,-87,2.83,87.33,8.651,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:34.423,23,274,101,381,176,0.92,8025,7,-87,2.83,87.33,8.556,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:34.736,24,274,101,381,175,0.93,7918,7,-87,2.86,87.33,8.526,7.0,-87.0,2.86,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:35.058,25,274,101,381,176,0.93,8025,7,-87,2.83,87.33,8.561,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:35.313,26,274,101,381,175,0.93,7918,7,-87,2.86,87.33,8.517,7.0,-87.0,2.86,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:35.570,27,274,101,381,176,0.86,8025,7,-87,2.83,87.33,8.555,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:35.900,28,274,101,381,176,0.94,8025,7,-87,2.83,87.33,8.581,7.0,-87.0,2.83,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:36.245,29,274,101,381,176,0.93,8025,7,-87,2.83,0.0,8.516,0.0,0.0,0.0,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:36.502,30,274,101,381,176,0.92,8025,7,-87,6.0,3.17,8.461,0.0,0.0,3.17,85.4,6.5,camera_trackingHuman_65M
2025-04-10 11:25:36.759,31,274,101,381,176,0.93,8025,7,-87,2.83,0.0,8.538,0.0,0.0,0.0,85.4,6.5,camera_trackingHuman_65M
