session_time,timestamp,average_depth_m
2025-03-25 15:41:51,2025-03-25 15:42:24.285,11.09388825748472
2025-03-25 15:41:51,2025-03-25 15:42:24.419,10.40594847113462
2025-03-25 15:41:51,2025-03-25 15:42:24.521,12.184433608638487
2025-03-25 15:41:51,2025-03-25 15:42:24.652,11.36503387314345
2025-03-25 15:41:51,2025-03-25 15:42:24.753,11.000857133313396
2025-03-25 15:41:51,2025-03-25 15:42:24.854,10.741075623982494
2025-03-25 15:41:51,2025-03-25 15:42:24.987,12.100466526821998
2025-03-25 15:41:51,2025-03-25 15:42:25.111,10.345419914322646
2025-03-25 15:41:51,2025-03-25 15:42:25.220,9.871601071739471
2025-03-25 15:41:51,2025-03-25 15:42:25.321,10.342752633640655
2025-03-25 15:41:51,2025-03-25 15:42:25.454,14.347785360572232
2025-03-25 15:41:51,2025-03-25 15:42:25.579,10.80517992708553
2025-03-25 15:41:51,2025-03-25 15:42:25.687,10.570950983523742
2025-03-25 15:41:51,2025-03-25 15:42:25.813,10.4496671629992
2025-03-25 15:41:51,2025-03-25 15:42:25.918,12.337601580411066
2025-03-25 15:41:51,2025-03-25 15:42:26.053,12.652217844668371
2025-03-25 15:41:51,2025-03-25 15:42:26.154,10.126331891231343
2025-03-25 15:41:51,2025-03-25 15:42:26.285,10.738108423701823
2025-03-25 15:41:51,2025-03-25 15:42:26.388,12.40640518403967
2025-03-25 15:41:51,2025-03-25 15:42:26.488,11.225790352572432
2025-03-25 15:41:51,2025-03-25 15:42:26.621,14.049383646033288
2025-03-25 15:41:51,2025-03-25 15:42:26.754,14.150640499581582
2025-03-25 15:41:51,2025-03-25 15:42:26.855,10.867578338493537
2025-03-25 15:41:51,2025-03-25 15:42:26.955,10.343905253213874
2025-03-25 15:41:51,2025-03-25 15:42:27.087,12.298378845011188
2025-03-25 15:41:51,2025-03-25 15:42:27.188,10.31752893955844
2025-03-25 15:41:51,2025-03-25 15:42:27.322,10.377378762516726
2025-03-25 15:41:51,2025-03-25 15:42:27.423,11.938423253990152
2025-03-25 15:41:51,2025-03-25 15:42:27.541,12.888861613505572
2025-03-25 15:41:51,2025-03-25 15:42:27.654,11.814704311168317
2025-03-25 15:41:51,2025-03-25 15:42:27.756,11.55718106664779
2025-03-25 15:41:51,2025-03-25 15:42:27.856,9.433038348919894
2025-03-25 15:41:51,2025-03-25 15:42:27.988,12.155984566704475
2025-03-25 15:41:51,2025-03-25 15:42:28.088,12.122558653227195
2025-03-25 15:41:51,2025-03-25 15:42:28.189,10.056264357871482
2025-03-25 15:41:51,2025-03-25 15:42:28.322,11.78067012476917
2025-03-25 15:41:51,2025-03-25 15:42:28.456,10.463786660525185
2025-03-25 15:41:51,2025-03-25 15:42:28.588,10.82798824436317
2025-03-25 15:41:51,2025-03-25 15:42:28.689,11.14844375532909
2025-03-25 15:41:51,2025-03-25 15:42:28.821,9.277036546373806
2025-03-25 15:41:51,2025-03-25 15:42:28.954,12.435991690487164
2025-03-25 15:41:51,2025-03-25 15:42:29.089,12.292423057179516
2025-03-25 15:41:51,2025-03-25 15:42:29.214,11.607170054857068
2025-03-25 15:41:51,2025-03-25 15:42:29.322,11.905026548136608
2025-03-25 15:41:51,2025-03-25 15:42:29.422,12.22629809054759
2025-03-25 15:41:51,2025-03-25 15:42:29.523,11.792064923236634
2025-03-25 15:41:51,2025-03-25 15:42:29.656,9.767374027143742
2025-03-25 15:41:51,2025-03-25 15:42:29.789,10.957030930614893
2025-03-25 15:41:51,2025-03-25 15:42:29.890,11.280875535812811
2025-03-25 15:41:51,2025-03-25 15:42:30.022,11.308909502661594
2025-03-25 15:41:51,2025-03-25 15:42:30.148,10.58480325791709
2025-03-25 15:41:51,2025-03-25 15:42:30.255,14.102492056214679
2025-03-25 15:41:51,2025-03-25 15:42:30.384,12.51831160649263
2025-03-25 15:41:51,2025-03-25 15:42:30.523,10.818379426530763
2025-03-25 15:41:51,2025-03-25 15:42:30.654,13.770541327277366
2025-03-25 15:41:51,2025-03-25 15:42:30.757,12.210508284128242
2025-03-25 15:41:51,2025-03-25 15:42:30.890,12.271448092956692
