session_time,timestamp,average_depth_m
2025-03-24 23:28:49,2025-03-24 23:28:57.668,5.556871476058432
2025-03-24 23:28:49,2025-03-24 23:28:57.800,5.604603413057512
2025-03-24 23:28:49,2025-03-24 23:28:57.901,5.579415183422906
2025-03-24 23:28:49,2025-03-24 23:28:58.001,5.54975026359898
2025-03-24 23:28:49,2025-03-24 23:28:58.101,5.551510753193089
2025-03-24 23:28:49,2025-03-24 23:28:58.201,5.557367979578518
2025-03-24 23:28:49,2025-03-24 23:28:58.301,5.5517088884006345
2025-03-24 23:28:49,2025-03-24 23:28:58.433,5.573580684311284
2025-03-24 23:28:49,2025-03-24 23:28:58.559,5.554433830255005
2025-03-24 23:28:49,2025-03-24 23:28:58.669,5.570589425427949
2025-03-24 23:28:49,2025-03-24 23:28:58.802,5.591604577941266
2025-03-24 23:28:49,2025-03-24 23:28:58.932,5.576060288158662
2025-03-24 23:28:49,2025-03-24 23:28:59.036,5.556595252269088
2025-03-24 23:28:49,2025-03-24 23:28:59.168,5.5988254407551015
2025-03-24 23:28:49,2025-03-24 23:28:59.269,5.571005509363794
2025-03-24 23:28:49,2025-03-24 23:28:59.400,5.566060287683688
2025-03-24 23:28:49,2025-03-24 23:28:59.502,5.486907020520847
2025-03-24 23:28:49,2025-03-24 23:28:59.603,5.571939075841703
2025-03-24 23:28:49,2025-03-24 23:28:59.736,5.541191988134209
2025-03-24 23:28:49,2025-03-24 23:28:59.869,5.564213550999236
2025-03-24 23:28:49,2025-03-24 23:28:59.970,5.54816226818556
2025-03-24 23:28:49,2025-03-24 23:29:00.103,5.536952477443332
2025-03-24 23:28:49,2025-03-24 23:29:00.237,5.5515672800023
2025-03-24 23:28:49,2025-03-24 23:29:00.359,5.541937326164949
2025-03-24 23:28:49,2025-03-24 23:29:00.469,5.55749327095976
2025-03-24 23:28:49,2025-03-24 23:29:00.581,5.566390707279801
2025-03-24 23:28:49,2025-03-24 23:29:00.700,5.570805043153808
2025-03-24 23:28:49,2025-03-24 23:29:00.834,5.573095835803407
2025-03-24 23:28:49,2025-03-24 23:29:00.969,5.600915184444101
2025-03-24 23:28:49,2025-03-24 23:29:01.070,5.535069610221034
2025-03-24 23:28:49,2025-03-24 23:29:01.203,5.541810286531875
2025-03-24 23:28:49,2025-03-24 23:29:01.303,5.580179752223791
2025-03-24 23:28:49,2025-03-24 23:29:01.435,5.5665777702257495
2025-03-24 23:28:49,2025-03-24 23:29:01.537,5.573252595717612
2025-03-24 23:28:49,2025-03-24 23:29:01.670,5.569432665466246
2025-03-24 23:28:49,2025-03-24 23:29:01.804,5.558588842107369
2025-03-24 23:28:49,2025-03-24 23:29:01.905,5.546782314740062
2025-03-24 23:28:49,2025-03-24 23:29:02.035,5.512140704703064
2025-03-24 23:28:49,2025-03-24 23:29:02.136,5.562571942529656
2025-03-24 23:28:49,2025-03-24 23:29:02.268,5.555114482967986
2025-03-24 23:28:49,2025-03-24 23:29:02.399,5.601750848819458
2025-03-24 23:28:49,2025-03-24 23:29:02.504,5.554789890877976
2025-03-24 23:28:49,2025-03-24 23:29:02.637,5.56538429697559
2025-03-24 23:28:49,2025-03-24 23:29:02.738,5.595534065307394
2025-03-24 23:28:49,2025-03-24 23:29:02.869,5.525408187850719
2025-03-24 23:28:49,2025-03-24 23:29:03.002,5.584345836337754
2025-03-24 23:28:49,2025-03-24 23:29:03.104,5.597154112004388
2025-03-24 23:28:49,2025-03-24 23:29:03.204,5.58854688548834
2025-03-24 23:28:49,2025-03-24 23:29:03.337,5.579817864094713
2025-03-24 23:28:49,2025-03-24 23:29:03.471,5.548513084053038
2025-03-24 23:28:49,2025-03-24 23:29:03.571,5.574648283429592
2025-03-24 23:28:49,2025-03-24 23:29:03.702,5.573422176145248
2025-03-24 23:28:49,2025-03-24 23:29:03.837,5.558355741863196
2025-03-24 23:28:49,2025-03-24 23:29:03.969,5.530798630997195
2025-03-24 23:28:49,2025-03-24 23:29:04.070,5.544277069865824
2025-03-24 23:28:49,2025-03-24 23:29:04.202,5.549623806716517
2025-03-24 23:28:49,2025-03-24 23:29:04.305,5.520496182955407
2025-03-24 23:28:49,2025-03-24 23:29:04.436,5.577136628536127
2025-03-24 23:28:49,2025-03-24 23:29:04.538,5.599907608638668
2025-03-24 23:28:49,2025-03-24 23:29:04.639,5.582621477281491
2025-03-24 23:28:49,2025-03-24 23:29:04.771,5.589537561526072
2025-03-24 23:28:49,2025-03-24 23:29:04.903,5.572264833432934
2025-03-24 23:28:49,2025-03-24 23:29:05.036,5.563959471733089
2025-03-24 23:28:49,2025-03-24 23:29:05.138,5.578668679890946
2025-03-24 23:28:49,2025-03-24 23:29:05.239,5.555517746390404
2025-03-24 23:28:49,2025-03-24 23:29:05.372,5.5766657660428995
2025-03-24 23:28:49,2025-03-24 23:29:05.503,5.5887764892288505
2025-03-24 23:28:49,2025-03-24 23:29:05.605,5.55690935484811
2025-03-24 23:28:49,2025-03-24 23:29:05.739,5.558941406226678
2025-03-24 23:28:49,2025-03-24 23:29:05.870,5.534340589207386
2025-03-24 23:28:49,2025-03-24 23:29:05.998,5.545905275071365
2025-03-24 23:28:49,2025-03-24 23:29:06.107,5.533834761677533
2025-03-24 23:28:49,2025-03-24 23:29:06.237,5.573637211120495
2025-03-24 23:28:49,2025-03-24 23:29:06.340,5.574737444272987
2025-03-24 23:28:49,2025-03-24 23:29:06.472,5.566899448562707
2025-03-24 23:28:49,2025-03-24 23:29:06.573,5.574254926767551
2025-03-24 23:28:49,2025-03-24 23:29:06.707,5.595981035025593
2025-03-24 23:28:49,2025-03-24 23:29:06.839,5.562676254888923
2025-03-24 23:28:49,2025-03-24 23:29:06.960,5.5845159995159985
2025-03-24 23:28:49,2025-03-24 23:29:07.071,5.543522407825317
2025-03-24 23:28:49,2025-03-24 23:29:07.174,5.559351662656421
2025-03-24 23:28:49,2025-03-24 23:29:07.306,5.559432664991271
2025-03-24 23:28:49,2025-03-24 23:29:07.426,5.593865650309733
2025-03-24 23:28:49,2025-03-24 23:29:07.528,5.559138958683614
2025-03-24 23:28:49,2025-03-24 23:29:07.639,5.583222875911455
2025-03-24 23:28:49,2025-03-24 23:29:07.740,5.55964886546774
2025-03-24 23:28:49,2025-03-24 23:29:07.872,5.563738609251736
2025-03-24 23:28:49,2025-03-24 23:29:08.005,5.584203062438197
2025-03-24 23:28:49,2025-03-24 23:29:08.139,5.585447817742076
2025-03-24 23:28:49,2025-03-24 23:29:08.273,5.5839338316561795
2025-03-24 23:28:49,2025-03-24 23:29:08.406,5.525745600454158
2025-03-24 23:28:49,2025-03-24 23:29:08.540,5.558795718574071
2025-03-24 23:28:49,2025-03-24 23:29:08.676,5.5566173967922845
2025-03-24 23:28:49,2025-03-24 23:29:08.805,5.587490941382242
2025-03-24 23:28:49,2025-03-24 23:29:08.907,5.523405856753283
2025-03-24 23:28:49,2025-03-24 23:29:09.008,5.5765113371311354
2025-03-24 23:28:49,2025-03-24 23:29:09.141,5.564984530056835
2025-03-24 23:28:49,2025-03-24 23:29:09.241,5.5825655332228905
2025-03-24 23:28:49,2025-03-24 23:29:09.359,5.588675090622635
2025-03-24 23:28:49,2025-03-24 23:29:09.472,5.576536395407383
2025-03-24 23:28:49,2025-03-24 23:29:09.573,5.5744052764250425
2025-03-24 23:28:49,2025-03-24 23:29:09.673,5.547765415019857
2025-03-24 23:28:49,2025-03-24 23:29:09.806,5.557826021558316
2025-03-24 23:28:49,2025-03-24 23:29:09.907,5.5709886095960925
2025-03-24 23:28:49,2025-03-24 23:29:10.039,5.598687911611039
2025-03-24 23:28:49,2025-03-24 23:29:10.141,5.518144201491712
2025-03-24 23:28:49,2025-03-24 23:29:10.273,5.552622641357789
2025-03-24 23:28:49,2025-03-24 23:29:10.405,5.583021826950857
2025-03-24 23:28:49,2025-03-24 23:29:10.507,5.618535231901056
2025-03-24 23:28:49,2025-03-24 23:29:10.607,5.541860985834982
2025-03-24 23:28:49,2025-03-24 23:29:10.740,5.590693155986554
2025-03-24 23:28:49,2025-03-24 23:29:10.840,5.559671009990936
2025-03-24 23:28:49,2025-03-24 23:29:10.974,5.577343505002829
2025-03-24 23:28:49,2025-03-24 23:29:11.108,5.57601599911227
2025-03-24 23:28:49,2025-03-24 23:29:11.239,5.568209471934953
2025-03-24 23:28:49,2025-03-24 23:29:11.340,5.533838258181196
2025-03-24 23:28:49,2025-03-24 23:29:11.440,5.565200730533305
2025-03-24 23:28:49,2025-03-24 23:29:11.575,5.546377885816423
2025-03-24 23:28:49,2025-03-24 23:29:11.707,5.5945119207367
2025-03-24 23:28:49,2025-03-24 23:29:11.809,5.557932082169414
2025-03-24 23:28:49,2025-03-24 23:29:11.942,5.572824274018946
2025-03-24 23:28:49,2025-03-24 23:29:12.076,5.601943739271511
2025-03-24 23:28:49,2025-03-24 23:29:12.209,5.590848167648928
2025-03-24 23:28:49,2025-03-24 23:29:12.339,5.542434412435645
2025-03-24 23:28:49,2025-03-24 23:29:12.440,5.582359239506798
2025-03-24 23:28:49,2025-03-24 23:29:12.540,5.605541641540304
2025-03-24 23:28:49,2025-03-24 23:29:12.675,5.549418095751035
2025-03-24 23:28:49,2025-03-24 23:29:12.806,5.568492688731622
2025-03-24 23:28:49,2025-03-24 23:29:12.906,5.579331850085616
2025-03-24 23:28:49,2025-03-24 23:29:13.008,5.594451314673215
2025-03-24 23:28:49,2025-03-24 23:29:13.130,5.5973470024564405
2025-03-24 23:28:49,2025-03-24 23:29:13.242,5.596881967469318
2025-03-24 23:28:49,2025-03-24 23:29:13.375,5.610196653416417
2025-03-24 23:28:49,2025-03-24 23:29:13.476,5.568348166580235
2025-03-24 23:28:49,2025-03-24 23:29:13.602,5.598142457039677
2025-03-24 23:28:49,2025-03-24 23:29:13.709,5.599781151756206
2025-03-24 23:28:49,2025-03-24 23:29:13.840,5.544601079205223
2025-03-24 23:28:49,2025-03-24 23:29:13.943,5.598356326513706
2025-03-24 23:28:49,2025-03-24 23:29:14.043,5.521054458040199
2025-03-24 23:28:49,2025-03-24 23:29:14.175,5.5654577235525045
2025-03-24 23:28:49,2025-03-24 23:29:14.276,5.549590007181112
2025-03-24 23:28:49,2025-03-24 23:29:14.410,5.596472876540796
2025-03-24 23:28:49,2025-03-24 23:29:14.542,5.566031150153167
2025-03-24 23:28:49,2025-03-24 23:29:14.643,5.586000265320763
2025-03-24 23:28:49,2025-03-24 23:29:14.776,5.592055626913739
2025-03-24 23:28:49,2025-03-24 23:29:14.898,5.584712386471713
2025-03-24 23:28:49,2025-03-24 23:29:15.003,5.554010170561222
2025-03-24 23:28:49,2025-03-24 23:29:15.109,5.5492339465581395
2025-03-24 23:28:49,2025-03-24 23:29:15.244,5.57292450712394
2025-03-24 23:28:49,2025-03-24 23:29:15.375,5.560471709329667
2025-03-24 23:28:49,2025-03-24 23:29:15.477,5.572150031562679
2025-03-24 23:28:49,2025-03-24 23:29:15.577,5.579461220721131
2025-03-24 23:28:49,2025-03-24 23:29:15.710,5.586256092838742
2025-03-24 23:28:49,2025-03-24 23:29:15.835,5.553458305733145
2025-03-24 23:28:49,2025-03-24 23:29:15.935,5.573900614396409
2025-03-24 23:28:49,2025-03-24 23:29:16.043,5.581933831561185
2025-03-24 23:28:49,2025-03-24 23:29:16.172,5.570615066454807
2025-03-24 23:28:49,2025-03-24 23:29:16.277,5.571129052493206
2025-03-24 23:28:49,2025-03-24 23:29:16.377,5.587126139500113
2025-03-24 23:28:49,2025-03-24 23:29:16.477,5.558814949344216
2025-03-24 23:28:49,2025-03-24 23:29:16.577,5.584397118391471
2025-03-24 23:28:49,2025-03-24 23:29:16.710,5.610229870201211
2025-03-24 23:28:49,2025-03-24 23:29:16.844,5.583633715091807
2025-03-24 23:28:49,2025-03-24 23:29:16.944,5.6248901273077925
2025-03-24 23:28:49,2025-03-24 23:29:17.044,5.542355158352627
2025-03-24 23:28:49,2025-03-24 23:29:17.169,5.597489193605385
2025-03-24 23:28:49,2025-03-24 23:29:17.269,5.538856323687607
2025-03-24 23:28:49,2025-03-24 23:29:17.377,5.560244436591599
2025-03-24 23:28:49,2025-03-24 23:29:17.511,5.572981616683763
2025-03-24 23:28:49,2025-03-24 23:29:17.642,5.540791638464844
2025-03-24 23:28:49,2025-03-24 23:29:17.743,5.579450731210144
2025-03-24 23:28:49,2025-03-24 23:29:17.878,5.608204229079358
2025-03-24 23:28:49,2025-03-24 23:29:17.998,5.560508422618124
2025-03-24 23:28:49,2025-03-24 23:29:18.111,5.588478120916311
2025-03-24 23:28:49,2025-03-24 23:29:18.211,5.5588038770826165
2025-03-24 23:28:49,2025-03-24 23:29:18.311,5.595197235454566
2025-03-24 23:28:49,2025-03-24 23:29:18.445,5.542939074464277
2025-03-24 23:28:49,2025-03-24 23:29:18.545,5.5579856952255735
2025-03-24 23:28:49,2025-03-24 23:29:18.664,5.580773575095819
2025-03-24 23:28:49,2025-03-24 23:29:18.778,5.539256673356972
2025-03-24 23:28:49,2025-03-24 23:29:18.902,5.555088841941128
2025-03-24 23:28:49,2025-03-24 23:29:19.011,5.561504926161959
2025-03-24 23:28:49,2025-03-24 23:29:19.143,5.602271245114572
2025-03-24 23:28:49,2025-03-24 23:29:19.243,5.5690393088042045
2025-03-24 23:28:49,2025-03-24 23:29:19.378,5.538069610363526
2025-03-24 23:28:49,2025-03-24 23:29:19.478,5.541337093036206
2025-03-24 23:28:49,2025-03-24 23:29:19.612,5.587981034645614
2025-03-24 23:28:49,2025-03-24 23:29:19.743,5.524430332326419
2025-03-24 23:28:49,2025-03-24 23:29:19.844,5.553080100586976
2025-03-24 23:28:49,2025-03-24 23:29:19.944,5.550810869709962
2025-03-24 23:28:49,2025-03-24 23:29:20.068,5.556122058773419
2025-03-24 23:28:49,2025-03-24 23:29:20.169,5.579006675244996
2025-03-24 23:28:49,2025-03-24 23:29:20.274,5.574448982720824
2025-03-24 23:28:49,2025-03-24 23:29:20.412,5.609922177878905
2025-03-24 23:28:49,2025-03-24 23:29:20.512,5.610480452963696
2025-03-24 23:28:49,2025-03-24 23:29:20.612,5.581474041329555
2025-03-24 23:28:49,2025-03-24 23:29:20.745,5.567221126899665
2025-03-24 23:28:49,2025-03-24 23:29:20.846,5.589821943823962
