session_time,timestamp,average_depth_m
2025-03-24 23:18:32,2025-03-24 23:18:58.154,4.334760043853007
2025-03-24 23:18:32,2025-03-24 23:18:58.255,4.337382729162763
2025-03-24 23:18:32,2025-03-24 23:18:58.383,4.308065598140645
2025-03-24 23:18:32,2025-03-24 23:18:58.487,4.321101478389445
2025-03-24 23:18:32,2025-03-24 23:18:58.588,4.315721848504297
2025-03-24 23:18:32,2025-03-24 23:18:58.721,4.3197739320300945
2025-03-24 23:18:32,2025-03-24 23:18:58.855,4.297482843008361
2025-03-24 23:18:32,2025-03-24 23:18:58.985,4.340136201515769
2025-03-24 23:18:32,2025-03-24 23:18:59.087,4.325209696177168
2025-03-24 23:18:32,2025-03-24 23:18:59.210,4.315367681820809
2025-03-24 23:18:32,2025-03-24 23:18:59.341,4.315206802183538
2025-03-24 23:18:32,2025-03-24 23:18:59.455,4.308473584271134
2025-03-24 23:18:32,2025-03-24 23:18:59.586,4.288802287040501
2025-03-24 23:18:32,2025-03-24 23:18:59.686,4.302847426596499
2025-03-24 23:18:32,2025-03-24 23:18:59.789,4.3039209220178565
2025-03-24 23:18:32,2025-03-24 23:18:59.920,4.312313283527584
2025-03-24 23:18:32,2025-03-24 23:19:00.052,4.308805760212838
2025-03-24 23:18:32,2025-03-24 23:19:00.152,4.324969534128724
2025-03-24 23:18:32,2025-03-24 23:19:00.255,4.316989209675604
2025-03-24 23:18:32,2025-03-24 23:19:00.388,4.291349740865203
2025-03-24 23:18:32,2025-03-24 23:19:00.488,4.338278562538647
2025-03-24 23:18:32,2025-03-24 23:19:00.589,4.325267566550287
2025-03-24 23:18:32,2025-03-24 23:19:00.713,4.316941755969647
2025-03-24 23:18:32,2025-03-24 23:19:00.822,4.316041871667646
2025-03-24 23:18:32,2025-03-24 23:19:00.954,4.351104373333025
2025-03-24 23:18:32,2025-03-24 23:19:01.089,4.3049949961429474
2025-03-24 23:18:32,2025-03-24 23:19:01.189,4.329356108411148
2025-03-24 23:18:32,2025-03-24 23:19:01.289,4.320918029306658
2025-03-24 23:18:32,2025-03-24 23:19:01.417,4.29819175507907
2025-03-24 23:18:32,2025-03-24 23:19:01.543,4.3102050658348565
2025-03-24 23:18:32,2025-03-24 23:19:01.689,4.306397773987353
2025-03-24 23:18:32,2025-03-24 23:19:01.818,4.322913399771803
2025-03-24 23:18:32,2025-03-24 23:19:01.922,4.308478792604714
2025-03-24 23:18:32,2025-03-24 23:19:02.022,4.32460842300046
2025-03-24 23:18:32,2025-03-24 23:19:02.122,4.287369995305805
2025-03-24 23:18:32,2025-03-24 23:19:02.256,4.324995575796628
2025-03-24 23:18:32,2025-03-24 23:19:02.385,4.30208990341237
2025-03-24 23:18:32,2025-03-24 23:19:02.510,4.338144881976741
2025-03-24 23:18:32,2025-03-24 23:19:02.622,4.307843375907868
2025-03-24 23:18:32,2025-03-24 23:19:02.724,4.329611316756604
2025-03-24 23:18:32,2025-03-24 23:19:02.847,4.333167451184771
2025-03-24 23:18:32,2025-03-24 23:19:02.955,4.292906453902106
