source_file,sample_id,timestamp,session_start,sample_count,camera_width,camera_height,depth_scale,origin_x,origin_y,detection_id,class_id,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_center_x,bbox_center_y,bbox_width,bbox_height,rel_x,rel_y,mean_depth,median_depth,min_depth,max_depth,std_depth,valid_pixels,total_pixels,fill_ratio,center_depth_raw,center_depth_meters
sample_000000_20250530_153236_384_metadata.json,sample_000000_20250530_153236_384,20250530_153236_384,2025-05-30T15:32:34.542261,0,640,480,0.0010000000474974513,320,240,0,1,0.8689116835594177,360,400,366,409,363,404,6,9,43.0,164.0,9.188741177182507,9.199000436929055,8.443000401020981,10.27200048789382,0.43201344560179394,54,54,1.0,9063,9.063000430469401
sample_000000_20250530_153236_384_metadata.json,sample_000000_20250530_153236_384,20250530_153236_384,2025-05-30T15:32:34.542261,0,640,480,0.0010000000474974513,320,240,1,1,0.8403192758560181,202,402,208,411,205,406,6,9,-115.0,166.0,40.06458523629893,39.80400189058855,36.2540017219726,47.40900225180667,3.550521056677952,24,54,0.4444444444444444,0,0.0
sample_000000_20250530_153236_384_metadata.json,sample_000000_20250530_153236_384,20250530_153236_384,2025-05-30T15:32:34.542261,0,640,480,0.0010000000474974513,320,240,2,1,0.8228088021278381,326,400,333,408,329,404,7,8,9.0,164.0,9.572464740381943,9.630000457400456,9.063000430469401,10.27200048789382,0.33600362798739797,56,56,1.0,9199,9.199000436929055
sample_000000_20250530_153236_384_metadata.json,sample_000000_20250530_153236_384,20250530_153236_384,2025-05-30T15:32:34.542261,0,640,480,0.0010000000474974513,320,240,3,1,0.785982072353363,183,402,189,411,186,406,6,9,-134.0,166.0,10.558667168176422,10.27200048789382,8.560000406578183,12.840000609867275,1.263859698275271,54,54,1.0,10626,10.626000504707918
sample_000000_20250530_153236_384_metadata.json,sample_000000_20250530_153236_384,20250530_153236_384,2025-05-30T15:32:34.542261,0,640,480,0.0010000000474974513,320,240,4,0,0.7300394773483276,395,399,401,408,398,403,6,9,78.0,163.0,10.067622700408618,9.941000472172163,8.560000406578183,11.629000552347861,0.7431096365701955,45,54,0.8333333333333334,9338,9.3380004435312
sample_000000_20250530_153236_384_metadata.json,sample_000000_20250530_153236_384,20250530_153236_384,2025-05-30T15:32:34.542261,0,640,480,0.0010000000474974513,320,240,5,0,0.6833747625350952,223,402,230,411,226,406,7,9,-94.0,166.0,19.57980527781689,21.252001009415835,12.840000609867275,28.0140013305936,4.406886636654268,46,63,0.7301587301587301,0,0.0
sample_000001_20250530_153237_232_metadata.json,sample_000001_20250530_153237_232,20250530_153237_232,2025-05-30T15:32:34.542261,1,640,480,0.0010000000474974513,320,240,0,1,0.865085244178772,360,400,366,409,363,404,6,9,43.0,164.0,9.719796757961847,9.630000457400456,8.805000418215059,11.20600053225644,0.6217971972372531,54,54,1.0,9482,9.482000450370833
sample_000001_20250530_153237_232_metadata.json,sample_000001_20250530_153237_232,20250530_153237_232,2025-05-30T15:32:34.542261,1,640,480,0.0010000000474974513,320,240,1,1,0.8477017283439636,202,402,208,411,205,406,6,9,-115.0,166.0,43.96633542162211,45.716002171393484,38.520001829601824,51.3600024394691,4.480181353728382,24,54,0.4444444444444444,0,0.0
sample_000001_20250530_153237_232_metadata.json,sample_000001_20250530_153237_232,20250530_153237_232,2025-05-30T15:32:34.542261,1,640,480,0.0010000000474974513,320,240,2,1,0.8348536491394043,326,399,333,408,329,403,7,9,9.0,163.0,9.898159200296043,9.783000464667566,9.199000436929055,11.20600053225644,0.5597531242650026,63,63,1.0,9630,9.630000457400456
sample_000001_20250530_153237_232_metadata.json,sample_000001_20250530_153237_232,20250530_153237_232,2025-05-30T15:32:34.542261,1,640,480,0.0010000000474974513,320,240,3,1,0.7656094431877136,182,402,189,411,185,406,7,9,-135.0,166.0,10.427143352405567,10.27200048789382,8.560000406578183,12.840000609867275,1.2160086842036186,63,63,1.0,9783,9.783000464667566
