Timestamp,Frame,X_min,Y_min,X_max,Y_max,Confidence,area,X,Y,Z_est,Distance_3D,Distance_RealSense,X_rel,Y_rel,Z_rel,Fixed_Angle
2025-05-29 20:33:39.344,10,403,264,417,294,0.45,420,90,-170,7.03,192.48,15.054,90.00,-170.00,7.03,62.10
2025-05-29 20:33:42.204,23,403,264,417,295,0.43,434,90,-170,12.96,192.79,15.454,90.00,-170.00,12.96,62.10
2025-05-29 20:33:42.608,25,401,264,417,295,0.41,496,89,-169,11.84,191.37,15.121,89.00,-169.00,11.84,62.23
2025-05-29 20:33:43.438,29,402,264,416,294,0.43,420,89,-169,13.10,191.45,15.532,89.00,-169.00,13.10,62.23
2025-05-29 20:33:43.668,30,403,265,417,295,0.44,420,90,-170,7.03,192.48,15.150,90.00,-170.00,7.03,62.10
2025-05-29 20:33:43.887,31,402,264,417,295,0.41,465,89,-169,12.37,191.40,15.303,89.00,-169.00,12.37,62.23
2025-05-29 20:33:44.681,35,402,265,417,295,0.46,450,89,-169,12.50,191.41,15.095,89.00,-169.00,12.50,62.23
2025-05-29 20:33:47.374,48,402,264,416,294,0.41,420,89,-169,13.10,191.45,15.497,89.00,-169.00,13.10,62.23
2025-05-29 20:33:47.978,51,403,264,417,294,0.41,420,90,-170,13.10,192.80,15.522,90.00,-170.00,13.10,62.10
2025-05-29 20:33:48.226,52,402,264,417,295,0.44,465,89,-169,12.37,191.40,14.788,89.00,-169.00,12.37,62.23
2025-05-29 20:33:48.686,54,403,264,417,295,0.46,434,90,-170,12.96,192.79,15.454,90.00,-170.00,12.96,62.10
2025-05-29 20:33:49.308,57,402,264,416,294,0.40,420,89,-169,13.10,191.45,15.554,89.00,-169.00,13.10,62.23
2025-05-29 20:33:50.527,63,403,264,417,294,0.44,420,90,-170,13.10,192.80,15.234,90.00,-170.00,13.10,62.10
2025-05-29 20:33:54.929,87,402,264,416,295,0.44,434,89,-169,12.96,191.44,15.074,89.00,-169.00,12.96,62.23
2025-05-29 20:33:57.787,104,401,264,416,294,0.40,450,88,-168,12.50,190.06,15.667,88.00,-168.00,12.50,62.35
2025-05-29 20:33:59.998,117,403,265,417,295,0.47,420,90,-170,13.10,192.80,15.633,90.00,-170.00,13.10,62.10
2025-05-29 20:34:00.356,119,337,419,379,479,0.48,2520,38,-118,5.06,124.07,1.216,38.00,-118.00,5.06,72.15
2025-05-29 20:34:00.516,120,372,419,414,479,0.72,2520,73,-153,6.13,169.63,1.290,73.00,-153.00,6.13,64.49
2025-05-29 20:34:01.372,125,380,381,413,441,0.53,1980,76,-156,5.87,173.63,1.526,76.00,-156.00,5.87,64.03
2025-05-29 20:34:02.198,130,405,264,416,285,0.47,231,90,-170,7.04,192.48,16.030,90.00,-170.00,7.04,62.10
2025-05-29 20:34:02.534,132,403,264,416,291,0.42,351,89,-169,14.25,191.53,15.694,89.00,-169.00,14.25,62.23
2025-05-29 20:34:05.847,152,384,230,413,266,0.41,1044,78,-158,7.78,176.38,5.935,78.00,-158.00,7.78,63.73
2025-05-29 20:34:07.364,161,435,189,450,208,0.41,285,122,-202,14.91,236.45,5.074,122.00,-202.00,14.91,58.87
2025-05-29 20:34:10.814,182,339,422,354,444,0.60,330,26,-106,14.02,110.04,5.431,26.00,-106.00,14.02,76.22
2025-05-29 20:34:11.327,185,362,407,374,427,0.76,240,48,-128,16.67,137.72,5.979,48.00,-128.00,16.67,69.44
2025-05-29 20:34:12.839,194,354,393,362,403,0.45,80,38,-118,28.12,127.12,7.355,38.00,-118.00,28.12,72.15
2025-05-29 20:34:13.016,195,354,393,362,403,0.43,80,38,-118,28.12,127.12,7.711,38.00,-118.00,28.12,72.15
2025-05-29 20:34:13.351,197,354,393,362,403,0.46,80,38,-118,28.12,127.12,6.969,38.00,-118.00,28.12,72.15
2025-05-29 20:34:13.681,199,354,393,362,403,0.43,80,38,-118,28.12,127.12,7.590,38.00,-118.00,28.12,72.15
2025-05-29 20:34:15.045,207,354,393,362,403,0.41,80,38,-118,28.12,127.12,8.004,38.00,-118.00,28.12,72.15
2025-05-29 20:34:16.524,216,403,264,417,295,0.47,434,90,-170,12.96,192.79,15.537,90.00,-170.00,12.96,62.10
2025-05-29 20:34:32.315,312,354,393,362,403,0.44,80,38,-118,28.12,127.12,8.029,38.00,-118.00,28.12,72.15
2025-05-29 20:34:33.525,319,354,393,362,403,0.57,80,38,-118,28.12,127.12,8.099,38.00,-118.00,28.12,72.15
2025-05-29 20:34:33.708,320,354,393,362,403,0.52,80,38,-118,7.14,124.17,7.616,38.00,-118.00,7.14,72.15
2025-05-29 20:34:34.059,322,354,393,362,403,0.50,80,38,-118,28.12,127.12,7.983,38.00,-118.00,28.12,72.15
2025-05-29 20:34:37.275,341,236,404,256,439,0.78,700,-74,-6,9.82,74.89,4.399,-74.00,-6.00,9.82,175.36
2025-05-29 20:34:38.427,348,45,237,87,295,0.41,2436,-254,174,5.13,307.93,2.575,-254.00,174.00,5.13,-145.59
2025-05-29 20:35:14.659,1,558,255,572,278,0.02,322,245,-325,14.36,407.25,4.679,245.00,-325.00,14.36,52.99
2025-05-29 20:35:15.163,2,558,256,570,270,0.19,168,244,-324,19.35,406.06,4.714,244.00,-324.00,19.35,53.02
2025-05-29 20:35:15.342,3,558,254,570,270,0.27,192,244,-324,18.23,406.01,4.700,244.00,-324.00,18.23,53.02
2025-05-29 20:35:15.512,4,354,393,362,403,0.17,80,38,-118,28.12,127.12,7.257,38.00,-118.00,28.12,72.15
2025-05-29 20:35:15.703,5,558,255,570,270,0.19,180,244,-324,18.75,406.03,4.667,244.00,-324.00,18.75,53.02
2025-05-29 20:35:15.878,6,558,255,570,272,0.22,204,244,-324,17.77,405.99,4.820,244.00,-324.00,17.77,53.02
2025-05-29 20:35:16.038,7,559,255,570,270,0.22,165,244,-324,19.70,406.08,4.656,244.00,-324.00,19.70,53.02
2025-05-29 20:35:16.210,8,558,255,570,271,0.23,192,244,-324,18.23,406.01,4.708,244.00,-324.00,18.23,53.02
2025-05-29 20:35:16.383,9,558,255,570,269,0.24,168,244,-324,19.35,406.06,4.617,244.00,-324.00,19.35,53.02
2025-05-29 20:35:16.559,10,558,256,570,270,0.23,168,244,-324,6.62,405.65,4.757,244.00,-324.00,6.62,53.02
2025-05-29 20:35:16.743,11,558,255,570,270,0.19,180,244,-324,18.75,406.03,4.492,244.00,-324.00,18.75,53.02
2025-05-29 20:35:16.925,12,82,269,89,288,0.30,133,-235,155,24.44,282.57,8.969,-235.00,155.00,24.44,-146.59
2025-05-29 20:35:17.108,13,558,254,570,270,0.20,192,244,-324,18.23,406.01,4.674,244.00,-324.00,18.23,53.02
2025-05-29 20:35:17.288,14,558,255,570,270,0.18,180,244,-324,18.75,406.03,4.725,244.00,-324.00,18.75,53.02
2025-05-29 20:35:17.487,15,558,254,570,271,0.18,204,244,-324,17.77,405.99,4.635,244.00,-324.00,17.77,53.02
2025-05-29 20:35:17.658,16,558,255,570,270,0.16,180,244,-324,18.75,406.03,4.694,244.00,-324.00,18.75,53.02
2025-05-29 20:35:17.839,17,558,254,570,270,0.24,192,244,-324,18.23,406.01,4.709,244.00,-324.00,18.23,53.02
2025-05-29 20:35:18.015,18,558,254,570,271,0.27,204,244,-324,17.77,405.99,4.599,244.00,-324.00,17.77,53.02
2025-05-29 20:35:18.183,19,558,255,570,270,0.23,180,244,-324,18.75,406.03,4.748,244.00,-324.00,18.75,53.02
2025-05-29 20:35:18.373,20,558,254,570,270,0.21,192,244,-324,6.62,405.65,4.713,244.00,-324.00,6.62,53.02
2025-05-29 20:35:18.538,21,558,255,570,271,0.16,192,244,-324,18.23,406.01,4.846,244.00,-324.00,18.23,53.02
2025-05-29 20:35:18.707,22,558,255,570,271,0.19,192,244,-324,18.23,406.01,4.625,244.00,-324.00,18.23,53.02
2025-05-29 20:35:18.893,23,558,254,570,270,0.29,192,244,-324,18.23,406.01,4.799,244.00,-324.00,18.23,53.02
2025-05-29 20:35:19.071,24,354,393,362,403,0.19,80,38,-118,28.12,127.12,7.285,38.00,-118.00,28.12,72.15
2025-05-29 20:35:19.251,25,354,393,362,403,0.17,80,38,-118,28.12,127.12,7.233,38.00,-118.00,28.12,72.15
2025-05-29 20:35:19.415,26,558,255,570,269,0.20,168,244,-324,19.35,406.06,4.635,244.00,-324.00,19.35,53.02
2025-05-29 20:35:19.588,27,558,254,570,270,0.20,192,244,-324,18.23,406.01,4.644,244.00,-324.00,18.23,53.02
2025-05-29 20:35:19.775,28,558,255,570,271,0.24,192,244,-324,18.23,406.01,4.703,244.00,-324.00,18.23,53.02
