Timestamp,Frame,X_min,Y_min,X_max,Y_max,Confidence,area,X,Y,Z_est,Distance_3D,Distance_RealSense,X_rel,Y_rel,Z_rel,Fixed_Angle
2025-05-30 09:35:37.342,1,476,151,498,166,0.38,330,167,-247,14.02,298.49,12.144,167.00,-247.00,14.02,55.94
2025-05-30 09:35:37.504,2,514,449,524,462,0.79,130,199,-279,22.12,343.41,4.771,199.00,-279.00,22.12,54.50
2025-05-30 09:35:37.576,3,514,449,524,462,0.77,130,199,-279,22.12,343.41,4.634,199.00,-279.00,22.12,54.50
2025-05-30 09:35:37.644,4,418,445,429,460,0.80,165,103,-183,19.70,210.92,4.889,103.00,-183.00,19.70,60.63
2025-05-30 09:35:37.722,5,418,445,428,460,0.80,150,103,-183,20.83,211.03,4.780,103.00,-183.00,20.83,60.63
2025-05-30 09:35:37.796,6,514,449,524,462,0.81,130,199,-279,22.12,343.41,4.513,199.00,-279.00,22.12,54.50
2025-05-30 09:35:37.859,7,418,445,428,460,0.76,150,103,-183,20.83,211.03,4.675,103.00,-183.00,20.83,60.63
2025-05-30 09:35:37.935,8,418,445,429,460,0.81,165,103,-183,19.70,210.92,4.872,103.00,-183.00,19.70,60.63
2025-05-30 09:35:37.999,9,418,445,429,460,0.82,165,103,-183,19.70,210.92,4.797,103.00,-183.00,19.70,60.63
2025-05-30 09:35:38.089,10,514,449,524,462,0.80,130,199,-279,4.69,342.73,4.631,199.00,-279.00,4.69,54.50
2025-05-30 09:35:38.175,11,418,445,428,460,0.80,150,103,-183,20.83,211.03,4.864,103.00,-183.00,20.83,60.63
2025-05-30 09:35:38.250,12,418,445,428,460,0.82,150,103,-183,20.83,211.03,4.706,103.00,-183.00,20.83,60.63
2025-05-30 09:35:38.320,13,514,449,524,462,0.80,130,199,-279,22.12,343.41,4.595,199.00,-279.00,22.12,54.50
2025-05-30 09:35:38.392,14,514,449,524,462,0.82,130,199,-279,22.12,343.41,4.565,199.00,-279.00,22.12,54.50
2025-05-30 09:35:38.476,15,418,445,429,460,0.82,165,103,-183,19.70,210.92,4.879,103.00,-183.00,19.70,60.63
2025-05-30 09:35:38.556,16,418,445,429,460,0.81,165,103,-183,19.70,210.92,4.720,103.00,-183.00,19.70,60.63
2025-05-30 09:35:38.625,17,418,445,429,459,0.80,154,103,-183,20.29,210.97,4.828,103.00,-183.00,20.29,60.63
2025-05-30 09:35:38.688,18,418,445,428,460,0.83,150,103,-183,20.83,211.03,4.755,103.00,-183.00,20.83,60.63
2025-05-30 09:35:38.759,19,417,445,428,460,0.81,165,102,-182,19.70,209.56,4.841,102.00,-182.00,19.70,60.73
2025-05-30 09:35:38.823,20,418,445,428,460,0.82,150,103,-183,4.79,210.05,4.786,103.00,-183.00,4.79,60.63
2025-05-30 09:35:38.906,21,418,445,429,459,0.81,154,103,-183,20.29,210.97,4.854,103.00,-183.00,20.29,60.63
2025-05-30 09:35:38.979,22,418,445,429,460,0.82,165,103,-183,19.70,210.92,4.817,103.00,-183.00,19.70,60.63
2025-05-30 09:35:39.051,23,418,445,429,460,0.84,165,103,-183,19.70,210.92,4.785,103.00,-183.00,19.70,60.63
