Timestamp,Frame,X_min,Y_min,X_max,Y_max,Confidence,area,X,Y,Z_est,Distance_3D,Distance_RealSense,X_rel,Y_rel,Z_rel,Fixed_Angle
2025-05-29 20:23:47.026,1,369,434,380,447,0.21,143,54,-134,20.98,145.99,5.536,54.00,-134.00,20.98,68.05
2025-05-29 20:23:47.493,2,369,434,379,447,0.86,130,54,-134,22.12,146.15,5.672,54.00,-134.00,22.12,68.05
2025-05-29 20:23:47.667,3,369,434,379,447,0.82,130,54,-134,22.12,146.15,5.467,54.00,-134.00,22.12,68.05
2025-05-29 20:23:47.831,4,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.372,54.00,-134.00,22.12,68.05
2025-05-29 20:23:48.000,5,369,434,379,447,0.85,130,54,-134,22.12,146.15,5.595,54.00,-134.00,22.12,68.05
2025-05-29 20:23:48.213,6,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.332,54.00,-134.00,22.12,68.05
2025-05-29 20:23:48.386,7,369,434,379,447,0.82,130,54,-134,22.12,146.15,5.477,54.00,-134.00,22.12,68.05
2025-05-29 20:23:48.548,8,369,434,379,447,0.83,130,54,-134,22.12,146.15,5.457,54.00,-134.00,22.12,68.05
2025-05-29 20:23:48.726,9,369,434,379,447,0.82,130,54,-134,22.12,146.15,5.459,54.00,-134.00,22.12,68.05
2025-05-29 20:23:48.910,10,369,434,379,447,0.85,130,54,-134,6.68,144.63,5.246,54.00,-134.00,6.68,68.05
2025-05-29 20:23:49.073,11,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.311,54.00,-134.00,22.12,68.05
2025-05-29 20:23:49.249,12,369,434,379,447,0.85,130,54,-134,22.12,146.15,5.426,54.00,-134.00,22.12,68.05
2025-05-29 20:23:49.408,13,369,434,379,447,0.82,130,54,-134,22.12,146.15,5.644,54.00,-134.00,22.12,68.05
2025-05-29 20:23:49.620,14,369,435,379,447,0.85,120,54,-134,22.92,146.28,5.564,54.00,-134.00,22.92,68.05
2025-05-29 20:23:49.837,15,369,434,379,447,0.83,130,54,-134,22.12,146.15,5.391,54.00,-134.00,22.12,68.05
2025-05-29 20:23:50.036,16,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.446,54.00,-134.00,22.12,68.05
2025-05-29 20:23:50.229,17,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.628,54.00,-134.00,22.12,68.05
2025-05-29 20:23:50.433,18,369,434,379,447,0.82,130,54,-134,22.12,146.15,5.308,54.00,-134.00,22.12,68.05
2025-05-29 20:23:50.637,19,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.450,54.00,-134.00,22.12,68.05
2025-05-29 20:23:50.845,20,369,434,379,447,0.82,130,54,-134,6.72,144.63,5.932,54.00,-134.00,6.72,68.05
2025-05-29 20:23:51.053,21,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.428,54.00,-134.00,22.12,68.05
2025-05-29 20:23:51.274,22,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.364,54.00,-134.00,22.12,68.05
2025-05-29 20:23:51.484,23,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.724,54.00,-134.00,22.12,68.05
2025-05-29 20:23:51.669,24,369,434,379,447,0.85,130,54,-134,22.12,146.15,5.413,54.00,-134.00,22.12,68.05
2025-05-29 20:23:51.849,25,369,434,379,447,0.83,130,54,-134,22.12,146.15,5.484,54.00,-134.00,22.12,68.05
2025-05-29 20:23:52.053,26,369,434,379,447,0.85,130,54,-134,22.12,146.15,5.617,54.00,-134.00,22.12,68.05
2025-05-29 20:23:52.234,27,369,434,379,447,0.82,130,54,-134,22.12,146.15,5.410,54.00,-134.00,22.12,68.05
2025-05-29 20:23:52.408,28,369,435,379,447,0.82,120,54,-134,22.92,146.28,5.663,54.00,-134.00,22.92,68.05
2025-05-29 20:23:52.615,29,369,435,379,447,0.82,120,54,-134,22.92,146.28,5.564,54.00,-134.00,22.92,68.05
2025-05-29 20:23:52.804,30,369,434,379,447,0.85,130,54,-134,6.70,144.63,5.485,54.00,-134.00,6.70,68.05
2025-05-29 20:23:52.996,31,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.633,54.00,-134.00,22.12,68.05
2025-05-29 20:23:53.179,32,369,434,379,447,0.87,130,54,-134,22.12,146.15,5.530,54.00,-134.00,22.12,68.05
2025-05-29 20:23:53.386,33,369,434,379,447,0.84,130,54,-134,22.12,146.15,5.647,54.00,-134.00,22.12,68.05
2025-05-29 20:23:53.557,34,369,434,379,447,0.83,130,54,-134,22.12,146.15,5.458,54.00,-134.00,22.12,68.05
